valore,PRO_COM_T
708839.5869140625,102001
708449.8310546875,001142
707278.888671875,003062
706314.9346923828,013101
705927.0,012022
705620.55859375,015101
704514.763671875,065147
703508.2231445312,052005
703500.0,103061
702682.6164550781,019048
702667.90234375,006137
702413.328125,002009
701102.9384765625,014068
700800.0,004220
700750.87890625,095077
700000.0,004188
699988.181640625,096012
699777.11328125,018080
699427.0,096015
698974.5609130859,027027
698930.9541015625,004030
698889.0,012088
698351.666015625,034044
697184.6695556641,004132
697051.6125488281,083042
696434.0904541016,059015
695385.056640625,017159
694508.1323242188,004182
694487.2763671875,035035
694460.5659179688,060078
693935.8515625,001252
693290.8271484375,098059
693143.123046875,083105
693068.5844726562,004209
691647.4846801758,020059
691397.40625,022247
691299.75,033023
691202.0,007069
690588.5129394531,043048
689966.0,004014
689501.2491455078,016051
689446.640625,109019
689130.73828125,018040
689114.1235351562,078034
688847.0771484375,001054
688740.53515625,076075
688699.2503051758,003133
688095.2595214844,001034
687735.9077148438,018035
687428.5024414062,052019
687427.0,013155
687363.433807373,009034
687253.7042236328,012108
686665.4211425781,019072
685615.923828125,111018
685608.46484375,111082
685602.7170410156,060023
685431.40234375,021025
684959.1108398438,060075
684943.546875,002015
683626.5023193359,037047
683585.4697265625,042042
683305.0655517578,097006
682931.6474609375,010035
682593.23046875,077019
681321.0,025051
681030.255859375,013032
680669.9194335938,093040
680403.189666748,062042
679935.515625,065059
679752.0,096038
678124.279296875,058037
677497.841796875,023003
677474.125,006103
677189.453125,022150
677093.58984375,022115
676719.35546875,098044
676689.8516845703,097029
674987.66796875,017026
674530.03125,083093
674106.2216796875,055020
671595.1123046875,055008
671427.0,012041
671185.7685546875,021075
670816.71875,022037
670691.6333007812,004212
670304.2001953125,060089
670000.0,012018
669546.6318359375,013137
669222.0771484375,001221
669012.8125,004128
668898.1181640625,030087
668881.3149414062,018078
668350.0478515625,012083
667320.3176269531,019100
666572.5043945312,057044
666454.0654296875,024089
666383.4697265625,014059
666047.4951171875,019109
665558.2231445312,019005
664782.6254882812,013047
664763.9155731201,003077
663189.0961914062,097033
662896.7075195312,017031
661814.3830566406,026075
661460.4375,029026
660709.0,103034
660644.4543457031,043011
660034.0224609375,033047
659203.0,028012
658975.8503417969,026036
658613.0771484375,001113
658474.1103515625,007050
658204.0,022007
657908.40625,095042
657379.3745117188,009011
656496.8498535156,111031
656209.615234375,010045
656060.7834472656,018046
655985.85546875,098043
655312.28125,064063
655272.8466796875,016226
655219.03515625,096058
655149.0,091031
655014.3256835938,016017
654391.94921875,083058
654153.2963867188,097026
653664.0,056009
653624.8647460938,026062
653450.9736328125,049019
653314.9738769531,024001
653151.474609375,017110
652689.8916015625,008001
652273.220703125,099009
651891.05078125,098026
651501.2275390625,061096
650791.4956054688,060069
650747.09375,022114
650733.4248046875,016182
650000.0,012095
649689.5325927734,111047
649285.9174804688,013110
648929.16015625,004244
648896.1538085938,001121
648665.0916748047,013100
648586.5,021082
648578.0,005107
648093.6666870117,103069
648037.0,016236
648000.0,004206
647869.4133300781,019069
647615.181640625,017055
646857.3935546875,099006
645857.298828125,029022
645607.3456726074,005042
644664.7303466797,055005
644661.5166015625,064116
644173.005859375,065065
644010.9488525391,001161
643258.7856445312,052021
642903.90234375,006045
642744.6572265625,101021
641839.0,005094
641723.740234375,018001
641526.5756835938,030131
641139.658203125,096028
641018.6411132812,066080
640819.2841796875,001140
640109.3662109375,013223
639784.4423828125,097067
639407.40625,004242
639368.8828125,093028
639348.1748046875,024101
638891.3709716797,080031
638135.7450561523,042004
638082.248046875,016146
637859.291015625,005066
637836.11328125,018183
637527.0,014012
637441.99609375,018109
636405.197265625,059016
636089.0,015136
635896.7060546875,021048
635628.544921875,001087
635619.55859375,004158
635352.8916015625,008043
634884.6450195312,086006
634671.48046875,006093
634317.59375,022127
634142.4652099609,083092
633855.291015625,017051
633214.76953125,012039
633005.1538085938,001212
631153.4219360352,020014
631150.3308105469,056023
630468.1650390625,023074
629992.6096191406,108036
629545.8842773438,013251
629034.0,005019
627225.1010742188,028014
627122.0,003158
627038.62890625,017155
626780.482421875,017153
626527.6130371094,043009
625958.841796875,023020
625901.1015625,103079
625514.8125,064051
625092.1875,014050
624801.0546875,067029
624708.1782226562,055026
624674.0,111061
624063.892578125,099015
623883.875,022131
623830.9663085938,016052
623600.9765625,006169
623341.0458984375,111078
623181.2015380859,057070
622732.7780761719,012075
622709.3399658203,108005
622421.1328125,054031
622015.3872070312,003166
621680.5498046875,082071
621400.083984375,010019
621343.0,002054
620556.09765625,034036
620215.2437744141,012068
618406.36328125,023061
618324.4067382812,017203
618198.4736328125,017130
617679.0,004164
617348.1390380859,084036
617262.59375,021114
616447.0,016150
616315.05859375,018018
616171.6086425781,003100
615679.4833984375,021087
615031.7197570801,098051
614500.125,006038
614492.0,005038
614029.546875,022074
613364.5817871094,030103
613261.0766601562,070033
612707.6455078125,015012
612662.63671875,090086
612602.515625,022195
612584.30859375,004045
612475.12890625,022098
612277.8916015625,008002
611631.3759765625,042037
611607.0,005062
611580.0625,041064
611364.2485351562,015158
610849.142578125,023033
610633.7353515625,010057
610194.751953125,008007
609268.5698242188,004123
608781.888671875,003070
608709.8203125,078023
608595.826171875,017191
608161.3486328125,065077
607427.00390625,025046
607176.978515625,095085
607163.609375,090040
607056.888671875,003088
606974.0,111017
606371.11328125,018096
606177.2744140625,061040
605799.6069335938,023062
604971.5551757812,016064
604474.0,025065
604436.7109375,103060
603156.328125,103023
602947.0,004249
602802.0,005090
602644.8647460938,026016
602268.03125,064021
602065.0,096055
601535.0444335938,066097
601469.9079589844,001257
601355.76953125,021060
601292.5634765625,064046
601231.2431640625,004062
599956.4130859375,017123
599867.8740234375,023063
599669.62109375,012045
598876.7109375,030021
597717.0373535156,009010
597649.0,111087
597322.91015625,002072
596628.779296875,056046
596388.0,017015
596030.6923828125,091068
595308.828125,022170
594875.9116210938,008012
594624.7751464844,024120
593196.6667480469,004056
592942.1318359375,013028
592891.2482910156,062002
592465.8668212891,090050
592234.796875,094004
591936.8515625,038023
591704.291015625,005077
591676.23046875,091001
591658.0,004195
591526.83984375,095044
590921.8828125,091084
590856.33203125,009007
590362.90625,019090
590011.2841796875,001310
589574.1773681641,001072
589563.6323242188,064114
589434.1538085938,001165
588856.0,056033
588738.66015625,098060
588679.5704345703,028042
587567.7944335938,016201
587431.0,010067
587427.0,002078
586347.6772460938,050015
586179.0961914062,097072
586056.8291015625,023066
585890.8950195312,016148
585809.0,001064
585698.11328125,018087
585395.6220703125,094040
584374.98046875,091071
583818.6401367188,016204
583182.1351318359,023031
583067.0,004219
582945.0390625,021039
582939.1240234375,024042
582738.609375,090027
582314.4453125,014071
582098.5283203125,020032
582046.0966796875,087023
581836.125,006063
581809.83203125,010041
581707.0,005054
581662.3876953125,014076
580812.1635742188,031025
579611.611328125,048027
579546.328125,012008
579266.0,022017
579192.6323242188,060055
578202.87890625,029038
578177.453125,090037
578110.7890625,103007
577807.66796875,017126
577593.865234375,003058
577381.1875,012056
577231.736328125,030106
576481.5279541016,030053
575414.572265625,099031
575092.12890625,021113
574122.6822509766,013227
573856.7348632812,001035
573732.875,004033
573722.0166015625,018068
573500.4296875,091077
573459.9814453125,020063
573291.6962890625,030076
573268.0302734375,025059
572126.7508544922,103075
571857.9331054688,009061
571652.0,004176
571170.1538085938,001288
571069.2827148438,066013
570523.609375,044010
570020.8828125,021050
570000.0,012027
569862.71484375,018063
569821.0,111001
569515.0,005101
569023.0302734375,025008
568854.6254882812,013077
568046.1538085938,001238
567669.8828125,021106
567638.2641601562,078098
567163.0,021031
567013.2053222656,019045
566881.90234375,006158
566541.9609375,066010
566324.484375,091026
566292.80859375,001139
565978.4384765625,057058
565593.484375,017192
565522.6982421875,109040
564969.0,022250
564514.11328125,018100
564198.4924316406,019024
563960.390625,018057
563693.23046875,091090
563674.1538085938,001108
563628.6164550781,019114
562939.646484375,017184
562809.425994873,062016
562658.482421875,005082
561758.3059082031,042048
561608.3427734375,055014
560732.1197509766,041019
560699.615234375,018184
560047.255859375,013212
560029.8125,103029
559932.7292480469,093024
559248.328125,004076
559177.7680664062,016233
558771.11328125,018133
557696.4815673828,013201
556771.0,002134
556558.1806640625,067022
556146.796875,022039
555683.7829589844,019059
555545.05859375,018039
555459.37109375,030045
555146.6928710938,013007
555141.103515625,012085
555122.646484375,023026
554580.2114257812,017105
554409.318359375,001211
554064.2651367188,097086
554050.3596191406,012134
553856.5296630859,030083
553714.4301757812,012078
552798.8525390625,017182
552233.3764648438,084032
551568.6254882812,013021
551532.0771484375,001088
551340.05859375,018066
550973.1791992188,001095
550130.9899902344,095004
550000.0,001285
549794.12109375,018073
549594.0,111076
548739.421875,007072
548705.560546875,065092
548146.388671875,003060
547750.0,029043
547668.8812255859,078122
547483.1708984375,012084
547471.11328125,018086
547427.0,002152
547152.474609375,010002
546786.8159790039,042007
545631.6562805176,079092
545333.060546875,018042
545312.8557739258,012124
544369.703125,029027
544338.5668029785,078120
544329.41015625,010013
543387.9213867188,004225
543283.4697265625,007007
542675.1677246094,001175
541994.888671875,003001
541701.8626098633,020050
541581.05859375,018067
540343.7658691406,019049
539920.841796875,023037
539494.548828125,094030
539333.0864257812,004191
538414.6604003906,030048
538221.0,096069
537872.0,030019
536609.9111328125,055016
536220.0219726562,030061
535861.0009765625,016019
535636.3818359375,006188
535563.0126953125,082044
535131.6723632812,029009
534834.0118408203,083098
533801.6164550781,019038
533029.6318359375,013128
532442.0771484375,001118
532081.75,007067
531323.1826171875,016068
530953.796875,083087
530887.375,043052
530324.4013671875,021083
530274.982421875,017157
529975.0461425781,017091
529743.4950561523,015219
529637.6928710938,013029
529366.904296875,019031
529086.6254882812,013120
528638.0,013178
528120.3939208984,001014
527178.0961914062,097052
527040.63671875,090039
526849.5645141602,093009
526754.4697265625,043040
526052.3110351562,097077
524979.4697265625,017132
524926.7109375,030002
524720.11328125,018101
524440.203125,002131
524232.2292480469,018180
524180.1397705078,090049
524138.40234375,007018
523659.013671875,016214
523618.23046875,091047
523578.0,005091
523506.8645019531,019086
523371.11328125,018032
523019.0,030130
522933.6667480469,093050
522824.767578125,006002
522748.6666870117,103040
522582.11328125,018131
521926.912109375,008068
521724.62548828125,013062
521349.0,013239
521184.59118652344,037007
520869.0,025057
520686.0390625,018038
520627.0,011010
520288.69873046875,017007
519221.4924316406,019002
518932.3603515625,005100
518814.80078125,012007
518708.3000488281,005076
518626.0,083044
518350.38537597656,006161
518005.5341796875,050034
517988.3125,022163
517852.5712890625,026033
517549.232421875,030032
517240.13232421875,004204
517047.5833129883,012036
516393.21728515625,016070
516210.56884765625,026011
515700.517578125,062049
515347.7666015625,036038
515341.50747680664,042047
515311.55041503906,017173
515065.375,004196
514849.640625,049011
514497.935546875,018051
514326.28125,111091
514274.51611328125,013087
514146.9375,022156
513725.888671875,003066
512519.0,025012
512472.08203125,083036
512225.43505859375,009008
511939.8522949219,095047
511496.79541015625,070080
511427.0,091072
511243.3984375,103076
510816.11328125,018020
510761.958984375,095073
510138.7978515625,055019
509737.44677734375,013010
509661.4376220703,016234
509407.33984375,085022
508898.7553405762,065054
508836.0,002058
508599.72802734375,016158
508523.107421875,017019
508248.208984375,029015
508203.0456542969,091033
508000.0,103014
507225.953125,086010
506776.0,096039
506427.03125,091073
506378.5286254883,028084
506074.28564453125,020064
505617.255859375,013129
505577.609375,007037
505423.0771484375,001301
505099.63671875,017151
505041.2857055664,014056
504716.0234375,022183
504703.140625,108038
504499.1584472656,019094
504438.1815185547,026007
504351.36376953125,018189
503785.1591796875,108021
503573.44744873047,044013
503423.13232421875,004167
503218.234375,111088
503186.265625,018139
502922.47265625,095030
502762.0,004200
502704.0,029005
501813.3820800781,013159
501356.1970214844,007068
500830.71728515625,097015
500731.6953125,102042
500666.6666870117,103059
500482.6164550781,019051
500318.0,090044
500262.86328125,080049
500000.0,004198
500000.0,093019
499991.7751464844,024068
499872.33203125,009045
499861.3018798828,056011
499854.0,029008
499386.8046875,018119
498384.0458984375,111037
498174.0810546875,042049
498153.0,007026
498012.3115234375,031005
498008.4423828125,097079
497447.90234375,006083
497427.0,002043
497427.0,079116
496263.13232421875,004138
496014.708984375,004129
495832.37951660156,065140
495757.1689453125,028080
495754.443359375,001203
495739.638671875,018098
495627.1689453125,004046
495382.49853515625,103077
495357.19140625,095010
494789.2893066406,019087
494011.6015625,005059
493901.94140625,004077
492531.203125,018025
492437.74951171875,016015
492252.8549346924,009051
492158.0,108018
491303.8330078125,017205
491078.0,019023
490972.4208984375,079157
490947.73681640625,097014
490505.9716796875,031010
490083.033203125,001302
489617.31005859375,016250
489322.34375,022191
489149.63671875,090019
489082.279296875,016110
488990.90771484375,018113
488726.587890625,012024
488162.8212890625,033003
487866.1135864258,050021
487709.609375,090066
487674.298828125,020029
487672.0,012053
487665.1943359375,040037
486931.0,076082
486519.9334716797,012030
486090.685546875,017176
485883.673828125,001183
485875.5,007029
485750.0,016041
484733.0,012105
484521.044921875,023009
484172.5871582031,090071
483883.0,014006
483541.353515625,095003
483405.02880859375,009005
483351.21923828125,028090
483083.7294921875,061068
482930.1350097656,024005
482826.4833984375,008020
482823.5634765625,023024
482780.11328125,018192
482564.8017578125,016101
482428.5002441406,028067
482354.810546875,099004
482174.90234375,040031
481977.0,001114
481966.5,041059
481782.90234375,006062
481403.3232421875,001255
481289.72900390625,018179
480953.97216796875,009023
480927.7890625,030111
479877.25,012091
479676.35546875,098001
479214.95703125,098040
479213.70962524414,042040
478536.888671875,003052
478155.38671875,007012
478021.0,022244
477897.0,012017
477825.10791015625,016173
477688.20599365234,042036
477623.0,007033
477577.0,002163
477363.3818359375,013202
476909.15869140625,017006
476766.3848876953,066046
476369.67578125,057042
476044.0,006128
475412.1075439453,108004
474285.6015625,004047
474258.291015625,002004
474129.234375,007043
473754.25390625,001040
473624.0,022224
473505.5625,054043
473427.92236328125,052003
473369.1884765625,017037
473353.0148925781,019093
473159.79443359375,016107
472863.33337402344,016047
472804.5234375,006056
471961.537109375,017083
471838.3515625,007064
471697.12890625,076021
471244.44873046875,060040
471222.9541015625,005026
471004.2841796875,001026
471001.4924316406,019081
470953.5,036001
470426.412109375,023029
470030.443359375,001153
469635.6398925781,082039
468858.033203125,010042
468850.83935546875,004001
468313.4431152344,021018
467156.22265625,018174
467149.1826171875,016216
466773.7568359375,070034
466452.0,022005
465938.44287109375,010023
465336.93701171875,016060
465203.8458251953,098014
464965.587890625,065045
464681.76171875,085020
463962.27294921875,060047
463616.009765625,029023
463208.748046875,018050
463187.78466796875,001007
462720.11328125,018097
462676.19287109375,017001
462454.65234375,111104
461985.7373046875,109016
461427.0,079007
461119.3662109375,066058
460765.32666015625,070016
460739.4716796875,109021
460735.0661621094,021036
460679.35546875,098028
459908.263671875,017198
459709.345703125,058061
459595.25390625,018006
459024.3984375,022033
458892.427734375,030132
458892.0,056028
458672.6750488281,019085
458611.23828125,018159
458443.5969848633,050011
458436.88720703125,030063
458271.0,016023
458206.37713623047,044014
458000.0,090042
457983.080078125,007036
457918.70703125,057065
457539.3451843262,030001
457528.15380859375,001091
457432.26953125,102022
456754.39111328125,016189
456743.11328125,018049
456319.0,013089
455585.53515625,076016
455427.984375,022097
454803.1015625,002171
454577.4453125,091027
454289.12255859375,017004
454185.3271484375,030191
454174.68359375,009060
454025.0,012077
453499.943359375,058084
453392.16455078125,018165
453201.0,022093
453197.0,021033
453115.888671875,003051
452937.9033203125,025063
452805.3046875,098055
452086.9384765625,014078
452000.0,111004
451963.32421875,022209
451918.4423828125,016217
451546.0458984375,111022
451501.0,001262
451089.6796875,090068
451076.482421875,017005
450940.0,022078
450759.462890625,050012
449231.73376464844,012015
449175.62548828125,013207
448756.267578125,010037
448619.12548828125,013071
448592.412109375,095017
448283.21435546875,060087
448277.09375,022068
448125.42578125,111019
447427.0,003069
447427.0,002070
447412.84765625,001157
447377.0,001117
447190.9703979492,044005
447054.3828125,006150
446783.5302734375,065011
446491.69287109375,013012
446479.890625,057041
446402.29296875,040014
446306.97021484375,008048
445891.4033203125,023093
445887.841796875,023008
445827.0,068040
445198.3984375,011008
445178.0,005034
444813.44677734375,013023
444715.89001464844,005096
444488.94384765625,005058
444149.0,025066
444020.9140625,038012
443248.0,004125
442800.0,002067
442519.52197265625,013123
442454.361328125,006132
442262.3203125,022210
442137.3515625,095013
441878.48828125,017098
441000.87890625,095060
440847.0,002097
440227.13232421875,004093
439836.79443359375,016147
439491.484375,091010
439290.0908203125,016224
437799.265625,030090
437606.0,084016
437163.0,004126
437046.412109375,061024
436948.0,043039
436824.0703125,018148
436814.0458984375,111012
436739.71875,002011
436672.484375,091038
436351.267578125,037016
436348.6036376953,001312
436321.208984375,015058
436205.3828125,006020
436171.7814941406,019064
435657.443359375,001123
435567.05517578125,015172
435268.166015625,097074
435103.0,022184
434774.47265625,095009
434680.0,002142
434478.814453125,018021
434173.0,004026
434151.201171875,005040
433932.63671875,017033
433905.51989746094,016155
433751.5546875,062062
433457.376953125,001284
432959.9140625,016025
432512.888671875,003022
432409.52880859375,016171
431845.359375,007024
431396.09375,057046
431142.4079589844,018138
431011.2976074219,001104
430596.6667480469,004074
430488.4794921875,006154
430441.494140625,017140
430093.6666870117,103058
429876.6162109375,004228
429536.76513671875,066100
429472.369140625,054042
428637.33349609375,017071
428247.0771484375,021066
428241.90625,001303
428081.787109375,017095
427885.05859375,018022
427741.3828125,017036
426982.73046875,022176
426779.5954589844,002150
426587.6398925781,030036
426169.5173339844,007021
426047.38427734375,026094
425971.2421875,090043
424635.9794921875,013053
424514.2265625,021092
423679.90234375,095059
423397.4696044922,041036
423050.0,030034
422850.0771484375,021035
422818.5828857422,044064
421817.3046875,021044
421700.2998046875,007047
421427.0,022032
421375.2421875,006110
421288.19940185547,001150
421219.9833984375,018154
420989.482421875,017193
420962.341796875,030066
420899.9814453125,020041
420875.9384765625,094037
420239.9775390625,006127
419854.0,022045
419689.240234375,090041
419474.47265625,095012
419285.5690307617,003115
419260.96484375,090034
419229.5,016215
418630.55078125,065113
418583.79296875,017099
418431.52197265625,013015
418300.8125,012129
417663.11737060547,001296
417427.0,096044
417427.0,103039
417331.0,016180
416657.17041015625,026045
416234.384765625,095034
416147.7751464844,024072
416080.0,016162
416024.5341796875,050010
415996.67053222656,111013
415846.0,025069
415793.7890625,022144
415760.53515625,076019
415531.109375,022013
415238.78125,103042
414675.9453125,021096
414430.47265625,095008
414238.6335449219,012121
413852.0,103047
413813.890625,056026
413759.34375,001281
413614.0,003039
412963.171875,040033
412908.13232421875,004118
412884.0,005115
412337.1789550781,019065
412251.0341796875,001205
411962.18359375,006057
411958.96484375,091050
411923.01171875,005106
411917.615234375,010024
411615.703125,043056
411427.0,005010
410969.771484375,017115
410763.875,057017
410739.0,001169
410646.583984375,075060
410584.8984375,090085
410449.2180175781,019022
410082.220703125,057047
410027.0,002127
409686.8251953125,006016
409541.4035644531,055006
409210.4602050781,004080
409066.90234375,006046
408901.44677734375,013024
408539.2841796875,001011
408424.97912597656,001039
408175.3797607422,029037
408122.6923828125,020048
407970.65380859375,001132
407947.0,079027
407879.796875,022181
407839.0,005037
407564.95703125,098052
407335.94140625,003030
406872.556640625,006074
406649.361328125,018004
406473.75,012001
406321.16015625,018061
406047.037109375,013004
405531.0,108055
405480.5791015625,076052
405404.900390625,018091
405267.51953125,016177
405197.953125,018077
405139.55682373047,081019
404877.7421875,004108
404785.421875,061006
404772.97149658203,028049
404683.869140625,065125
404323.29010009766,091088
404209.671875,022190
404056.587890625,012117
403942.734375,049010
403883.1875,007004
403042.2421875,006090
402834.6259765625,008018
402312.26345825195,095015
402007.0,002104
401733.7795410156,019112
401538.0419921875,094043
401384.6799316406,025003
401345.15380859375,001084
401167.017578125,001242
401141.0,020062
401077.0,013040
400912.09814453125,012126
400880.9738769531,024010
400522.615234375,010003
400483.509765625,064076
400150.115234375,082061
399531.5744628906,019034
399401.587890625,012052
399194.0,005099
399172.0,004018
399091.31701660156,091032
398931.0234375,006134
398729.142578125,030031
398703.888671875,003121
398598.8125,020043
398353.6862182617,103022
397999.3156738281,019040
397759.42236328125,097050
397672.146484375,057066
397520.49853515625,066011
397427.0,013130
396967.625,024050
396346.4853515625,024034
396103.0,022018
395698.05859375,018147
395311.26416015625,078134
395100.0439453125,010039
395096.9423828125,010020
394984.09619140625,097034
394786.615234375,018094
394742.0771484375,001237
394676.34243774414,053028
394533.595703125,097004
394427.0,013183
393956.4924316406,019019
393858.6435546875,097090
393760.3332519531,014036
393496.94091796875,009046
393481.2880859375,091091
393367.6530761719,009027
393325.2734375,080066
393279.5791015625,076026
393199.72265625,006026
392958.841796875,023010
392429.34942626953,028083
392355.2430419922,013099
392296.0,005114
391898.875,066035
391785.5068359375,021064
391679.21240234375,015165
391619.0,022061
391580.20654296875,060064
391215.4248046875,036004
390921.5390625,084019
390458.14453125,041038
390243.0302734375,025058
390021.578125,022092
389868.888671875,003019
388925.49353027344,016013
388649.5,111093
387637.14453125,013119
387388.7705078125,030073
386977.2783508301,098022
386862.5869140625,030086
386570.81201171875,005018
386374.0390625,001232
386354.92578125,018116
386353.0,103068
386352.44677734375,013255
386297.0,022026
385996.1005859375,021055
385934.09619140625,097003
385748.03515625,091018
385713.32568359375,001209
385083.0,075058
384694.4453125,093035
384457.21875,103016
384266.546875,031011
384040.68005371094,111021
384039.8466796875,001283
383768.0,005051
383478.0302734375,096071
383285.35546875,098018
383014.0,111070
382983.8125,012061
382629.2919921875,069073
382559.07421875,003134
382464.65380859375,001010
382452.0,022173
381976.48046875,013226
381754.5,096087
381568.82275390625,066063
381529.75,011030
381513.56451416016,093031
381291.71875,012131
380814.98291015625,066021
380796.76953125,002116
380728.408203125,057023
380631.078125,022235
380566.498046875,058008
380500.0,030108
380372.748046875,082068
380325.0,022169
380317.8056640625,077004
379921.62109375,030122
379870.7751464844,024037
379442.5048828125,091058
379280.67578125,006104
378993.25146484375,066002
378187.49005126953,028029
377552.609375,022129
377370.1691894531,080076
377341.22705078125,070066
377188.42724609375,023086
377165.7482910156,101014
377041.0,012081
376948.693359375,018017
376344.53466796875,009053
375958.26904296875,008028
375781.736328125,018149
375636.697265625,011024
375245.0849609375,013246
375115.29443359375,001196
374852.5966796875,016230
374843.6875,090024
374824.73095703125,109036
374804.3388671875,091094
374735.9599609375,111050
374609.62158203125,052007
374274.96240234375,001177
374012.0,083074
374009.46875,099021
373887.0,098017
373749.0,012025
373680.2814941406,002128
373559.0771484375,001021
373297.0,001085
373063.375,076018
373025.0,022234
372967.90234375,006166
372880.1572265625,102024
372582.71044921875,060037
372556.53564453125,012132
372427.0,094013
372389.087890625,002042
372117.0,028018
372049.40966796875,008009
371882.6552734375,021084
371819.0,012035
371500.0,103026
371452.0,022051
371349.0,025033
371325.94921875,083031
371134.5259399414,095046
371042.3984375,002164
370786.16271972656,017169
370699.2841796875,001103
370598.69287109375,013058
370525.11328125,018031
370306.408203125,057036
370196.1875,004140
369807.0,021045
369621.609375,090030
369613.80078125,003141
369500.0,004032
369398.615234375,018089
369313.751953125,057052
368707.35546875,098021
368529.80859375,022034
368502.25,012049
368363.0,016172
368306.0,029049
368011.453125,017030
367923.912109375,008060
367908.9814453125,029034
367839.3056640625,010027
367342.390625,098002
367223.171875,025027
366886.14013671875,091003
366457.0939941406,019017
365937.888671875,003021
365726.65380859375,001167
365580.54943847656,096040
365467.8205566406,001207
364333.9150390625,001173
364277.90234375,006041
364068.546875,007001
363449.25,012082
363351.0029296875,001071
363347.8330078125,065102
363326.0,005111
363121.77990722656,001276
363025.0,022172
362941.28125,006185
362794.6164550781,019006
362783.0,079004
362569.0,001149
362078.0,096048
361705.767578125,006022
361479.49505615234,015110
361350.7138671875,001145
361254.2004394531,003036
360051.71484375,017084
359961.74237060547,001295
359929.9296875,094019
359453.8916015625,008058
359303.7421875,080026
359293.384765625,011001
359287.63671875,090065
359025.0,022071
358734.62548828125,013074
358584.02587890625,013042
358499.0,111051
358457.14453125,012098
358367.31591796875,009044
358229.39208984375,015042
358211.59375,093012
357978.2890625,022087
357312.62548828125,013187
357133.83984375,022239
357057.33203125,009020
357014.1826171875,064093
356184.6005859375,013135
355853.7236328125,111101
355637.767578125,006138
355603.5399169922,028095
355233.251953125,057026
355110.16748046875,008004
355109.90234375,006087
355100.0458984375,111027
355065.9384765625,014008
355017.11328125,018173
355015.091796875,010030
354827.59814453125,015040
354798.11328125,018074
354679.21484375,064102
354628.25,095063
354626.251953125,057063
354584.388671875,003120
354256.15380859375,001067
354009.0537109375,078137
353964.50396728516,004148
353774.3828125,006153
353707.306640625,082018
353371.0,003065
353055.3828125,006011
352875.1784057617,003116
352485.0,084022
352365.7751464844,024017
352047.703125,071018
351811.33203125,009041
351603.0,022243
351530.0,022052
351523.251953125,057072
351443.1350097656,019078
351401.65380859375,001105
351163.4306640625,004146
351148.0,028098
351086.27294921875,023072
351052.0,022102
350771.0957336426,079134
350707.0,002089
350610.32049560547,001185
350332.640625,007054
350108.328125,004218
350009.88037109375,030014
349888.2109375,044001
349749.0,084013
349694.986328125,006070
349452.08203125,002090
349407.3828125,006175
349021.99609375,001116
349010.0556640625,068023
348939.900390625,029051
348535.0,004162
348534.0,096057
347830.8125,022085
347618.0,016185
347212.6845703125,001041
346755.0,022112
346567.42919921875,090059
346433.05859375,030024
346219.0,001213
346016.3908691406,019060
345781.57958984375,008066
345595.328125,005110
345098.978515625,095067
345098.609375,018130
345081.71435546875,001056
344959.9873046875,016027
344830.13232421875,004235
344766.75537109375,026060
344715.19024658203,028053
344289.76953125,096085
344022.0,005103
343899.0,078005
343774.28369140625,013236
343479.31103515625,097047
343220.11328125,018105
343093.6666870117,103013
342623.01220703125,015016
342605.0,111056
342495.0,096068
342479.31103515625,097027
342382.484375,057071
342380.21435546875,060073
342374.3924560547,015061
342136.6328125,006118
341671.03125,021089
341470.49951171875,096002
341271.767578125,006157
341270.11328125,018124
341154.3115234375,031017
341113.6201171875,097019
340876.0,015099
340646.47265625,095036
340526.0,091067
340010.875,004103
340006.80078125,062041
339817.869140625,004106
339694.67236328125,029036
339173.0,003090
338477.0,022043
338408.13232421875,004002
338105.75,091056
337962.7265625,007048
337742.28125,016179
337227.7364501953,016227
336944.0,005081
336735.44677734375,013238
336635.3125,095037
336530.0,022120
336139.01171875,006008
335926.8916015625,008038
335923.0771484375,001075
335872.984375,096023
335662.0,016200
335414.39208984375,015035
334720.11328125,018002
334720.11328125,018029
334645.35546875,001190
334640.625,024076
334629.703125,006184
334621.625,051019
334596.435546875,098036
334590.3115234375,031021
334341.11328125,018036
334308.703125,044038
334085.0,083035
333873.3454589844,007056
333800.453125,057051
333456.626953125,057068
333300.51171875,018026
333100.828125,103005
332998.0,096046
332859.87890625,095048
332205.0,096010
331998.1240234375,052025
331956.666015625,016235
331660.0,111028
331596.0,103065
331502.5,006051
331206.6533203125,001305
330787.1717529297,042013
330396.65625,021065
330264.0,028010
330174.5380859375,099022
329880.0,111043
329417.1025390625,065131
329286.0,005015
329218.72326660156,006021
329113.44140625,016130
328717.09619140625,097060
328572.48095703125,030068
328362.83935546875,004163
328253.3984375,012100
327816.701171875,016167
327427.0,004227
327427.0,079108
327424.9235839844,007055
327349.0,012115
327349.0,012019
327349.0,096074
326530.0,022054
326167.0,005055
326162.87109375,018053
325484.251953125,057040
325375.7568359375,070061
324889.453125,091099
324873.1025390625,006067
324555.443359375,005035
324532.0458984375,111092
324371.3125,095075
324139.0,002115
324137.0,079071
324136.0,103036
324127.0,111055
324123.3547363281,019001
324066.9814453125,020034
324046.2470703125,030135
323909.80615234375,018041
323710.0,030097
323689.408203125,018167
323320.0771484375,001046
323228.890625,021001
323170.0,093042
323104.0009765625,016083
323102.62109375,061071
322877.7568359375,069040
