valore,PRO_COM_T
4327370.4375,071021
4322392.103515625,026085
4320320.123413086,010006
4319808.8636779785,078036
4318946.9990234375,038014
4318759.0,078055
4318381.383178711,083096
4318287.7421875,056008
4317996.896484375,057062
4311486.784423828,030023
4309484.002319336,063007
4304429.923583984,007074
4301598.724853516,089012
4301206.520385742,056053
4301015.8017578125,064098
4298860.1142578125,072034
4297011.2734375,046036
4296047.645263672,109031
4293919.108154297,054049
4291767.1044921875,097070
4291050.361083984,062075
4290618.0986328125,065150
4288173.295776367,061009
4286951.125,004238
4286075.8125,095066
4284796.078125,021079
4282850.582885742,111034
4282414.755126953,017025
4276996.08581543,023016
4275434.400390625,029040
4267827.8310546875,064066
4261954.399902344,017042
4257306.139404297,080085
4249519.609375,090010
4248981.593261719,001199
4248673.1853637695,082046
4246927.928466797,063077
4244747.351257324,034003
4243381.119140625,065126
4238153.91418457,075046
4237468.294555664,037050
4235922.94519043,020042
4232703.14453125,017187
4231094.840332031,077015
4227383.009521484,100007
4225080.96484375,069002
4222676.264160156,078049
4219825.982910156,066082
4214120.865478516,082043
4213868.7529296875,087043
4206009.670288086,058056
4205727.964477539,026026
4202820.80078125,041009
4202128.146507813,020044
4199412.0,012140
4198410.3837890625,067005
4198211.878417969,093005
4197850.625,002017
4197635.0,080008
4197547.3341674805,086019
4197254.903686523,034042
4190727.7165527344,064043
4189370.846557617,036009
4189065.543334961,026043
4188099.1154785156,065005
4178613.9544677734,068033
4178541.4219970703,023019
4171058.408569336,017074
4165888.385131836,111106
4160396.1484375,069011
4156333.8647460938,026017
4155639.6220703125,015220
4152999.4248046875,109030
4151691.0083007812,066064
4150056.858276367,016077
4143981.9370117188,063028
4143120.6938476562,075072
4141642.2264404297,043015
4140563.46875,094014
4135160.3912963867,079148
4122087.4642333984,108041
4121071.6352539062,066085
4118789.76953125,002122
4118411.4521484375,017158
4116021.380493164,070008
4112284.7895507812,103025
4110033.594970703,071027
4107700.8876953125,062012
4105495.6435546875,016125
4102990.8016967773,042035
4099087.6596679688,083101
4096655.6107177734,026003
4094612.7607421875,050040
4091992.153198242,026035
4090514.3525390625,027032
4087038.62890625,075086
4083360.563720703,029052
4081994.5,068014
4081813.7861328125,065055
4081129.7850341797,024073
4074562.3393554688,110007
4074487.483276367,040005
4073268.172241211,061029
4072546.9033203125,079087
4071347.58203125,075033
4071050.320678711,026006
4068916.26953125,070064
4067125.70703125,001154
4060112.7946777344,062038
4053218.8212890625,054029
4050718.060546875,056016
4049599.1103515625,034031
4047391.58203125,092099
4044227.6176757812,040015
4041320.4219970703,062007
4041076.5966796875,094010
4034367.2854003906,017076
4033643.5205078125,066020
4031984.7568359375,020028
4031411.9265441895,066066
4028463.52734375,018107
4026497.2021484375,025055
4026159.154296875,108037
4021572.75,029044
4020741.8768310547,045016
4010407.0114746094,001008
4008993.016479492,011020
4008177.5568847656,097008
4007490.510192871,076097
4007396.0322265625,082076
4001504.6400146484,075027
3996972.5439453125,111074
3994558.149658203,025040
3993881.5517578125,078006
3992434.0,075067
3989166.671875,004101
3988883.5740966797,024088
3988060.5,078060
3980235.3935546875,065129
3975577.51171875,016196
3974821.75,053024
3974039.0100097656,111041
3973814.8305664062,069087
3972570.275390625,084039
3971048.884765625,071017
3967934.7163085938,067043
3967172.6811523438,001299
3964069.6333007812,004170
3959977.2431640625,085006
3958446.62890625,017024
3958404.6154785156,045007
3956580.66998291,071035
3955797.8912353516,030099
3954124.155151367,071055
3951321.2380371094,062030
3951128.5380859375,016252
3950565.627319336,053019
3943311.5385742188,021077
3941762.796875,033041
3941762.6484375,067001
3940440.4771728516,001166
3936168.8822021484,002049
3934964.4376220703,001112
3932923.275390625,019061
3932313.274291992,087031
3931396.684814453,043045
3931322.3828125,006149
3927426.71875,069028
3926599.1796875,008039
3925721.4697265625,042008
3922805.256591797,004213
3920196.650390625,054019
3919307.3916015625,064056
3918679.7930908203,083108
3913997.7341308594,075023
3907595.1450195312,079043
3905460.5,078088
3902929.734375,090057
3900911.9584960938,083052
3899453.4555664062,012067
3899090.064086914,011028
3898979.4931640625,065029
3898456.3125,080035
3898120.8306884766,082055
3897275.0961914062,023022
3895577.3203125,086007
3891829.483276367,063081
3891484.0955810547,094022
3890148.8139648438,006144
3882074.552001953,062010
3880042.4899902344,064068
3879101.1560058594,017002
3878799.928833008,080042
3872358.569580078,084038
3871960.3149414062,087047
3869253.9088134766,067026
3862464.469970703,108012
3862198.3600463867,064024
3860541.7587890625,078025
3859931.9541015625,076074
3853750.0665893555,043046
3850617.744140625,075077
3848000.0,094036
3844035.2734375,069068
3843000.0302734375,076065
3842686.717163086,016114
3838973.1494140625,078107
3838405.3825683594,058011
3835009.8071289062,041015
3830949.926879883,087042
3829057.1586914062,023077
3828196.234375,111032
3827694.74609375,080097
3820463.0837402344,055001
3818339.8950195312,015015
3818102.451171875,054011
3812296.6505126953,030062
3808112.7126464844,045006
3804581.9921875,095062
3804417.9931640625,078083
3803195.153442383,058050
3802097.134765625,071052
3798862.6149902344,025039
3796269.693359375,008061
3793557.2716064453,070069
3788325.289581299,080070
3784754.457336426,014024
3784735.72265625,076068
3782789.12890625,062027
3781715.59375,083088
3781470.539916992,016115
3779515.3631591797,065066
3778933.9575195312,027009
3777458.5131835938,016213
3774857.2583007812,012072
3771449.1596679688,017021
3767460.0625,068026
3765412.658203125,054033
3763197.7729492188,060082
3762829.56640625,035027
3760406.5389404297,101009
3759480.3671875,021026
3758083.79876709,028046
3754125.157104492,076057
3752932.6728515625,064053
3750069.7880859375,013163
3748288.775390625,061020
3747898.348022461,015009
3746149.64453125,071062
3746059.200439453,080083
3743193.041015625,024113
3742573.3696289062,108040
3742471.7202148438,077011
3741133.955444336,078010
3736616.791381836,058054
3734524.0,091070
3733349.9475097656,061089
3733013.857421875,083013
3731533.0766601562,016190
3728916.0112304688,058015
3725543.0,022118
3722028.6137695312,046030
3721101.4272460938,023046
3720008.305541992,037044
3718345.591430664,051039
3717816.5,013030
3717457.0,068031
3717271.320678711,044031
3715420.0,021111
3712964.0684814453,054057
3711944.0369873047,037015
3711832.831298828,097016
3709725.662841797,065119
3706849.3966064453,028048
3705287.1989746094,071010
3703659.00390625,079020
3702854.239501953,017080
3698816.0,043030
3698283.9755859375,013044
3697042.1938476562,065157
3694811.180328369,078128
3694408.98046875,044045
3694274.43359375,079017
3693994.154296875,108011
3693317.294555664,016222
3692214.9946289062,094006
3690931.4487304688,060018
3690726.482421875,017201
3690720.068725586,037030
3688293.0532226562,102027
3687236.0087890625,056042
3686624.827270508,065090
3683247.9114379883,020007
3681201.869140625,041057
3676220.7733154297,082010
3672257.5004882812,034020
3668799.7866210938,067030
3668373.8177490234,108043
3661275.3302001953,061002
3661252.1115722656,016030
3657428.2348632812,038007
3652103.0349121094,007035
3651824.4140625,041030
3650062.55078125,065030
3648161.325073242,020027
3647559.5462646484,064099
3646761.8201904297,012087
3644967.251953125,059029
3644459.502685547,061017
3642647.625,076079
3638414.0341796875,016036
3635645.8041992188,004081
3631643.498046875,046019
3623998.375,082072
3623311.2978515625,064082
3619267.513244629,024124
3619242.8125,025013
3617760.1818847656,005017
3617176.9384765625,102017
3616901.3072509766,082001
3616200.344482422,024026
3613363.244140625,062067
3613183.9296875,083032
3612327.3079833984,066075
3609193.4302978516,108009
3605647.489013672,072018
3605360.5634765625,065107
3605276.2736816406,064011
3598976.829223633,023050
3597712.9322509766,040003
3597094.845703125,012138
3594602.08984375,111002
3589497.6953125,046037
3589299.372314453,101011
3588313.6328125,093043
3586221.36328125,051022
3581351.75,082063
3581220.077270508,042006
3578176.609375,084037
3573229.125,064117
3569877.9256591797,001287
3568135.8708496094,024061
3566367.1854248047,002133
3564979.06640625,062047
3564540.53515625,062017
3563996.455810547,078093
3562967.5263671875,109003
3560676.265625,010054
3560171.4217529297,054012
3558702.0,064070
3557069.9389648438,018088
3554180.5205078125,084029
3551030.4686279297,078106
3550166.1169433594,007066
3548427.8203125,020008
3543577.0,029006
3540031.3326416016,062060
3538600.7475585938,087048
3537430.076171875,018033
3534439.5888671875,016028
3533278.219604492,012006
3531879.5100097656,011011
3531796.1953125,054006
3530306.33984375,061034
3522845.240234375,069042
3521203.7153320312,078149
3520714.2381591797,052006
3515653.2927856445,010014
3512758.3046875,022124
3511617.1293945312,014060
3509181.96484375,067020
3508186.983276367,056058
3507553.5712890625,067009
3507458.637939453,068021
3506011.654296875,009033
3504308.6389160156,023051
3500945.16796875,004096
3500661.470703125,062034
3500173.4384765625,017188
3500170.8984375,051003
3497208.375,058019
3492211.3649902344,076083
3492175.3125,083022
3491205.0970458984,065043
3489699.125,030092
3486031.722290039,046004
3485393.1938476562,078076
3484382.1875,082074
3480138.082763672,017059
3477515.5275878906,006081
3476780.046875,064040
3475694.301513672,028075
3470896.1733398438,040019
3468256.47265625,024040
3467910.0385742188,093021
3466979.5385742188,033027
3466209.1323242188,004139
3464068.4807128906,045008
3462729.833251953,013003
3461853.3670654297,015243
3460006.955444336,065084
3459788.96484375,069065
3453713.5698242188,001184
3453396.375854492,063090
3452275.031616211,045009
3451687.568359375,026096
3449397.2353515625,065155
3448426.779296875,076098
3448235.2744140625,017078
3440072.3239746094,051031
3434884.3536376953,035003
3434001.0302734375,076076
3433914.6345214844,019052
3433329.8497314453,010012
3430744.3255615234,078058
3427920.688232422,024015
3427261.19921875,056006
3427103.283203125,016128
3425532.556274414,058010
3422929.921875,016117
3414175.8247070312,060058
3411616.744873047,067017
3411242.6938476562,058073
3408426.3200683594,075093
3404029.6873779297,003016
3403499.6865234375,069074
3401675.296875,057055
3401543.178466797,070051
3400250.4033203125,067039
3397728.0235595703,098004
3397396.5997924805,076060
3396924.7438964844,055002
3396699.169921875,083106
3394932.3947753906,063022
3392157.6025390625,001198
3391765.428039551,001269
3389579.056640625,005011
3389290.296875,046002
3388220.6870117188,001102
3387345.0756835938,001235
3385426.237060547,050001
3384967.1337890625,094011
3383634.7333984375,021099
3376451.865600586,037033
3373354.3186035156,025036
3371388.801513672,099011
3368725.2348632812,017061
3367208.03125,083061
3365177.9541015625,065038
3364261.9631347656,065018
3361905.982940674,080079
3361844.108276367,042019
3361294.775390625,064078
3358042.875,102013
3355834.492492676,016042
3353842.4731445312,082059
3351952.0302734375,025070
3350437.752685547,039006
3346909.013671875,097083
3340597.7974853516,001194
3338410.935546875,087040
3331269.314086914,108029
3327480.1201171875,075004
3326626.0205078125,073025
3326365.077758789,023048
3323442.383666992,050028
3321821.8125,080075
3321686.546142578,050033
3320831.3120117188,058040
3320601.1875,099025
3320119.9702148438,004027
3319377.7109375,021057
3319286.9526367188,028094
3319056.0,083063
3318542.9428710938,054005
3317734.3903808594,065032
3317262.30078125,030020
3316551.2734375,069038
3315849.0,064107
3313910.2763671875,061043
3313469.412109375,064073
3310901.2833251953,061036
3310436.507080078,028093
3308982.1411132812,018069
3308001.08203125,083080
3307650.0334472656,024004
3306327.2397460938,001267
3306167.109375,068025
3305503.779296875,068020
3304107.947998047,017043
3303530.0612487793,067028
3299027.0283203125,061086
3294054.5,065096
3291427.670776367,056024
3289485.491088867,065057
3289191.796875,022009
3288416.991455078,087016
3288353.7829589844,090063
3287179.0366210938,017108
3285735.251953125,065091
3285461.746948242,009052
3284672.6483154297,028085
3279224.243774414,061060
3278296.109375,001197
3275485.603515625,097076
3274171.661254883,025072
3271850.1567382812,026074
3271546.2564697266,060031
3271469.0395507812,041043
3269111.2504882812,079142
3267569.708984375,087055
3267178.6455078125,001101
3265853.917236328,015134
3265433.91015625,102019
3263758.115234375,037060
3263195.19921875,021022
3262297.3361206055,001096
3260540.796875,057022
3259470.33984375,077023
3255558.8798828125,091006
3254236.6015625,018135
3254187.5622558594,021091
3253065.3930664062,018024
3251668.99609375,087026
3250411.3549804688,005050
3250298.353515625,041028
3250079.75,021023
3246296.9775390625,026088
3245417.9716796875,055024
3242661.779296875,038027
3241465.074584961,060004
3241064.0961914062,097011
3239174.2829589844,076006
3236848.1931152344,007061
3230312.1157226562,055003
3225387.1518554688,097092
3224351.0,076004
3224110.8302001953,062040
3223712.953125,056048
3221600.2916870117,073005
3220905.1538085938,001043
3220545.7700805664,108026
3219663.197631836,016178
3219563.2232666016,030011
3218698.53125,064013
3217979.275024414,043003
3216994.0849609375,013144
3215061.236328125,094031
3211413.57421875,017129
3210025.125,014052
3208433.1547851562,078112
3206643.4048461914,014069
3205135.33203125,009069
3204879.973876953,024027
3203850.7295532227,029012
3201432.2641601562,078155
3197731.159790039,091005
3197559.7944335938,046013
3195238.9721679688,001218
3193574.9296875,102020
3192412.53125,074013
3189488.232055664,078074
3188741.2431640625,109017
3186575.3671875,082011
3183301.4375,021098
3179332.0704345703,048020
3178878.4296875,080022
3177933.674682617,026010
3176150.40625,078022
3175913.03704834,053004
3172776.6325683594,054014
3171966.8001708984,071031
3170032.210205078,026080
3168340.3369140625,064084
3167061.504760742,030079
3165607.6623535156,066025
3161090.154296875,063078
3159257.6872558594,023045
3158842.484375,063075
3156470.130859375,006076
3155014.719116211,051030
3154531.28125,083016
3151976.5604248047,024028
3151450.8344726562,064033
3147048.116821289,010001
3142487.0859375,080006
3141659.666015625,065061
3138103.3891601562,015082
3137582.9399414062,040043
3136926.5859375,069076
3132375.95703125,023005
3131993.640625,075012
3131293.7736816406,015046
3130783.0178222656,082075
3130684.798828125,025029
3129083.3239746094,017081
3129044.7943115234,024127
3128223.736328125,094044
3127701.1538085938,001134
3127640.3452148438,026041
3127572.3071289062,028063
3127318.0666503906,101024
3125013.4130859375,037017
3123252.9453125,078118
3122536.5859375,069044
3122149.2504577637,065040
3118553.2060546875,034011
3117938.110107422,061062
3117349.447265625,010053
3116297.0,021021
3114617.35546875,001314
3114162.400390625,096011
3113491.5859375,083082
3112983.873046875,080082
3112319.9594726562,021056
3111973.5034179688,108006
3111910.4848632812,050004
3108170.7631835938,087050
3107731.209716797,034015
3103659.709838867,020047
3103320.0251464844,007063
3102975.7520751953,051005
3100339.4145507812,054037
3100309.4921875,021007
3097627.0,071014
3096931.041015625,005014
3096440.587036133,024007
3093869.119140625,064091
3091711.1640625,001201
3088859.755859375,058052
3087861.48828125,062022
3084127.9672851562,026004
3083308.8125,004153
3082601.1440429688,008054
3080135.3125,095074
3076325.9727783203,082007
3074754.3393554688,062069
3074632.692993164,078101
3073680.74508667,065095
3073662.634765625,015211
3073640.670654297,094007
3072877.831298828,109005
3071978.6567382812,004245
3068830.1538085938,090012
3068541.1467285156,065009
3066619.1904296875,025002
3064006.487426758,061035
3063033.646850586,027007
3060896.279296875,056018
3060006.7822265625,080037
3058565.619659424,080009
3057010.0935058594,079133
3056169.260498047,056035
3051521.3232421875,049020
3050098.9350585938,036024
3048122.5712890625,093018
3047546.61328125,017082
3046881.3955078125,016157
3046056.1899414062,083107
3044854.2775878906,065143
3044801.7749023438,065108
3042305.386352539,030071
3037892.5325927734,024053
3037426.069580078,051001
3037025.7111816406,082009
3035737.5114746094,062018
3034784.4278564453,015167
3033587.259033203,001051
3033120.697265625,011022
3032386.7373046875,109035
3031468.0458984375,111073
3030830.875,076001
3030711.4038085938,035022
3030135.3125,095056
3029855.9345703125,101018
3028621.763671875,065112
3023414.7197265625,070017
3020413.0380859375,070065
3019561.783203125,065016
3019194.4296875,017050
3018121.1579589844,083072
3017789.4487304688,060013
3016801.15234375,057061
3016665.784057617,016253
3016107.421875,014031
3015157.6499023438,023012
3015049.1201171875,076058
3014974.970336914,077024
3012216.1720581055,001023
3010035.826171875,034035
3008859.542114258,009057
3006287.583984375,075008
3005154.0,079143
3003920.6970214844,013228
3003378.4844970703,058102
3002916.53125,031009
2999976.4272460938,023014
2999329.469970703,001315
2997514.3671875,064055
2996851.6772460938,061010
2996423.2615966797,048002
2995758.379638672,103017
2991077.7348632812,038030
2990754.3784179688,001181
2987127.498779297,035011
2985491.6538085938,001015
2985450.965576172,026091
2985115.4995117188,004028
2984211.9140625,038010
2979834.930908203,027035
2978387.8553466797,060005
2977330.3009033203,024056
2976511.4802246094,030116
2974286.4802246094,019097
2974225.7084960938,066077
2974141.6385498047,063027
2970435.4940185547,028009
2969467.014038086,076091
2968948.5625,017009
2968688.328979492,037013
2967329.478515625,015071
2965574.5244140625,060070
2962381.787109375,070036
2959228.3376464844,068035
2959123.8271484375,023036
2952896.2890625,033044
2951038.3447265625,004155
2950289.8197021484,089021
2949142.4194335938,016149
2948604.154296875,108047
2946805.2329101562,070038
2946641.590698242,071022
2945503.1225585938,045002
2945296.96875,007022
2943437.091278076,065049
2940602.955078125,065012
2939158.3376464844,080081
2938285.7109375,065024
2930314.9052734375,016229
2928990.0279541016,087022
2928476.2265625,017200
2922840.8862304688,064001
2921456.625,076008
2920731.1021728516,028099
2920136.4513549805,037034
2920086.45703125,102023
2914305.26171875,004205
2913819.6791992188,060057
2909692.7578125,015177
2909102.7861328125,042050
2907989.8061523438,088004
2907642.7915039062,018166
2907133.4272460938,023013
2903662.703125,057032
2903284.2658691406,017160
2901492.2275390625,065063
2895521.0087890625,055030
2894400.283569336,070002
2890854.1323242188,004207
2890195.0444335938,013095
2889096.5297851562,078059
2889005.53125,069071
2887282.008666992,095050
2885609.81640625,033013
2885448.5200195312,075091
2884956.7596435547,090084
2883497.4428710938,016126
2882867.5900878906,061100
2881170.880859375,036020
2880716.154296875,108003
2878737.403564453,036007
2877721.86546875,034022
2876855.2841796875,048025
2874918.4608154297,062037
2874409.772125244,030067
2871511.2509765625,008045
2866807.1469726562,052035
2866806.321533203,024029
2865735.051513672,057012
2864574.767578125,006035
2863706.498046875,065141
2862906.0,022049
2862604.005493164,051040
2861276.4702148438,030127
2860256.701171875,079034
2860256.5517578125,065070
2858118.2596435547,079073
2851267.09765625,083033
2850656.455078125,070042
2849779.2421875,006168
2845533.0,083039
2845509.0,041058
2845039.5615234375,058080
2841874.2279052734,004009
2840844.1015625,030112
2840313.0,007071
2839746.008178711,089019
2838071.9134521484,089004
2838070.034057617,058068
2836622.6166992188,076059
2836057.425048828,053016
2835946.9921875,065069
2834367.4901123047,018137
2830940.7849121094,028077
2829923.0,022142
2827140.0961914062,097031
2826727.8668518066,030189
2826647.46484375,069053
2826457.4765625,016134
2826219.7700805664,108022
2826153.5,056056
2824016.840942383,026022
2822615.837890625,006034
2821680.7645874023,042011
2820648.013671875,023021
2818952.2641601562,078014
2815785.431640625,082032
2814737.9296875,073006
2813753.8450927734,026040
2809383.821899414,018123
2808134.709716797,003068
2803219.7016601562,008008
2802869.12890625,061080
2801950.0971069336,047008
2800322.14453125,102015
2798837.51953125,065058
2794537.1776123047,023038
2793961.2142333984,083077
2792329.0100097656,075025
2792309.4154052734,012097
2789979.7890319824,030098
2789486.1459960938,052037
2789070.2265625,034019
2787701.0268554688,064077
2786835.4431762695,085005
2783936.09375,079058
2782077.2827148438,050035
2781731.553100586,070050
2781689.8525390625,062013
2780129.296875,083067
2779346.1774902344,092075
2778794.23046875,091066
2777543.34375,065074
2777272.1015625,061023
2773608.4765625,076056
2769669.515625,097023
2768522.5552978516,036025
2767524.8515625,013133
2767393.885986328,041045
2766247.6002197266,023058
2765799.8068847656,082025
2759689.548828125,017049
2757520.3598632812,038029
2756946.892578125,075056
2754108.21484375,062045
2753042.424560547,026093
2752997.19921875,058081
2752800.463989258,111077
2752483.1787109375,041014
2751586.524658203,057007
2751477.1689453125,033042
2750233.9814453125,048046
2749929.8505859375,001259
2749729.71484375,078054
2745965.8001708984,064065
2738725.1899414062,028003
2735075.0201416016,026056
2733997.3461914062,070075
2731888.173828125,046026
2731160.875,084035
2726982.63671875,058100
2725882.990234375,017181
2721475.5712890625,067016
2721189.0939941406,017119
2720814.58984375,079110
2720340.0310058594,024021
2720251.3334960938,017122
2718302.2734375,069079
2717866.4140625,078004
2717823.1900634766,030117
2717659.701171875,056007
2716457.0,075032
2716243.123046875,024098
2716175.7424316406,078068
2713530.19921875,090082
2711785.814453125,076040
2709643.28515625,083054
2708544.5474853516,004147
2708270.8598632812,068015
2700620.0556640625,061055
2700202.365966797,081015
2699979.067504883,039004
2699957.3125,020054
2697725.319946289,091089
2696546.095703125,050019
2695630.5541992188,066056
2695283.905517578,066084
2693831.8295898438,102030
2693501.7197265625,016156
2692096.438720703,005097
2691027.6547851562,003149
2689602.2080078125,065105
2688412.6552734375,109024
2686242.6572265625,080044
2685693.5,071053
2685454.607421875,083078
2684532.3236083984,027025
2681171.094482422,071049
2679594.833984375,059012
2679587.760498047,028023
2677715.357635498,062036
2677697.304321289,043006
2677697.0,078153
2674736.296875,016066
2671624.4595336914,108014
2669481.320678711,054010
2669135.7122802734,053021
2668891.0610351562,065035
2666560.8247070312,070053
2665387.9790039062,060015
2664232.621154785,004073
2663916.30859375,028068
2661836.107421875,013157
2661466.03125,015194
2660676.54296875,082052
2660617.28125,037048
2658301.880126953,041026
2657900.295288086,043041
2657489.5219726562,013097
2655557.0,049005
2654988.7177734375,004100
2653313.6420898438,009004
2653117.2028808594,044011
2651649.7442626953,054007
2651240.1953125,037062
2651075.7724609375,033043
2650959.6220703125,094016
2650336.0498962402,084040
2649786.86328125,091035
2648980.577758789,079072
2648696.9213867188,016055
2647557.6850585938,098032
2647487.835205078,043026
2647306.6552734375,015176
2647152.0517578125,078082
2646684.850341797,027011
2643628.75,064080
2642332.552734375,046020
2638084.4189453125,076037
2635506.3415527344,065104
2634840.5649414062,001251
2633738.1396484375,028005
2633005.275390625,062024
2632808.7250976562,001260
2632526.9663085938,001020
2628406.6796875,001127
2626214.505126953,024102
2625763.30078125,022245
2625464.4248046875,016210
2625295.83984375,096018
2623909.466430664,054053
2621180.6467285156,060063
2620317.9443359375,090026
2620137.237060547,050025
2619406.5112609863,064089
2619266.48828125,018081
2619194.0876464844,045005
2617949.428955078,044065
2617704.267578125,102003
2617637.6171875,084007
2616819.390625,020013
2614550.713623047,080029
2612859.03125,051027
2610042.4052734375,076072
2609779.6655273438,034013
2609554.372680664,006160
2609285.1572265625,022038
2607903.8828125,021105
2607804.673828125,083025
2604185.083557129,062068
2603554.0874023438,070037
2602824.397216797,056010
2601960.5698242188,029039
2600069.5233154297,056054
2599653.9892578125,057006
2599518.229248047,065136
2595413.7231445312,001033
2594980.929321289,062077
2592722.168334961,099003
2592602.584716797,026008
2590159.1005859375,033016
2587061.4658203125,001170
2585968.134765625,071042
2585312.72467041,071023
2585269.796875,056047
2584403.686645508,070072
2582397.974609375,017100
2582078.5170898438,026055
2579264.868041992,082022
2578741.4541015625,025056
2577133.098754883,058093
2576550.518432617,026066
2574881.1123046875,016245
2571491.2119140625,026048
2570532.0189208984,090078
2568576.375,058062
2567761.31640625,102050
2567377.890625,068046
2567376.2694091797,090056
2566960.5314941406,098041
2565794.65234375,111058
2565667.533203125,007020
2565261.8205566406,001216
2562813.174194336,093034
2560270.290161133,056030
2560231.1323242188,004192
2558827.924682617,026071
2558379.974609375,071063
2558009.75,022137
2557195.306640625,082062
2557083.520751953,014020
2556770.69140625,041054
2556598.5537109375,097007
2556508.014404297,017035
2556122.9462890625,058014
2550406.91015625,021070
2549715.8745117188,005069
2547867.0,029021
2547190.980682373,062011
2545544.4329833984,060025
2545287.6501464844,024024
2542678.1904296875,035005
2539292.374267578,080080
2537881.615234375,010062
2537762.1186065674,009055
2537592.76171875,059031
2535327.578979492,015237
2534293.765625,013216
2534051.8984375,034005
2532744.0861816406,013250
2531881.0815429688,021108
2531817.7681884766,068030
2527755.5510253906,019012
2527593.933227539,069018
2527494.947692871,076078
2527067.7108154297,026077
2526780.35546875,098061
2524318.578125,021074
2523380.906616211,078013
2519985.5556640625,022104
2515958.6513671875,058108
2515671.896484375,077009
2513318.8369140625,060029
2512027.958984375,028069
2511948.2294921875,064014
2511553.365234375,023028
2511029.375,064104
2510595.449279785,052010
2510276.51953125,041005
2508942.8662719727,052034
2508060.2384033203,014065
2503659.0,065117
2503569.0,079030
2503393.5100097656,037042
2502277.4061279297,019025
2501016.814453125,017047
2500857.7109375,021012
2497329.0341796875,102009
2495426.0556640625,006017
2492482.515625,062050
2490799.625,001228
2489734.759765625,064019
2487612.578125,022117
2485458.2612304688,061081
2485122.961791992,111089
2485022.090209961,027031
2484243.678466797,052017
2484056.6538085938,001231
2482581.796142578,084003
2481473.2592773438,024048
2480441.625,078021
2478658.5034179688,001092
2478516.52734375,082069
2477475.1572265625,076099
2476917.451171875,057038
2474821.98828125,056032
2474554.4384765625,035017
2470932.371948242,060053
2470824.68951416,017079
2470763.828125,080023
2468572.0178222656,067021
2462685.3061523438,063071
2462405.057373047,040009
2461443.98046875,060065
2460762.552734375,017010
2459710.330078125,083059
2457948.8701171875,055010
2457835.1538085938,001187
2451782.948852539,099024
2450968.916015625,061039
2449195.6728515625,026084
2448029.3359375,030022
2446286.3139648438,015078
2445548.333984375,035042
2443368.08203125,083094
2441870.1953125,051042
2439441.1186523438,054036
2435085.3125,083069
2434478.138671875,065064
2433392.4505615234,026083
2432750.7138671875,004157
2431954.2016601562,024014
2431106.1720581055,001172
2429367.175048828,014030
2428706.8782958984,031018
2428605.5251464844,007008
2427010.334716797,023087
2423827.0,025054
2423151.4462890625,004237
2421416.8725585938,001135
2420288.642578125,006027
2419113.522216797,056027
2418010.0,078064
2417702.319946289,075009
2414477.853515625,015122
2413847.7265625,090089
2412983.8189086914,014027
2412811.999267578,070011
2412204.3970947266,082015
2411226.8071289062,004084
2409460.6538085938,001141
2408737.03125,083034
2408315.9291992188,021086
2407484.4155273438,070082
2407166.541748047,028040
2406667.3681640625,050041
2405141.2641601562,078050
2404528.668334961,004240
2403442.4921875,079069
2402963.8022460938,001029
2402474.3947753906,064003
2401550.226928711,032003
2400033.7634277344,076034
2398156.490234375,012003
2392692.6811523438,016096
2391552.5234375,001060
2390813.037109375,023006
2388752.6538085938,001001
2386137.2969970703,024107
2386055.5712890625,026018
2385421.556640625,082037
2384927.5288085938,001208
2384718.6623535156,030013
2382570.6391601562,078043
2381302.830078125,024063
2380649.08984375,069066
2378825.5,058045
2378315.213745117,062071
2378078.2504882812,066017
2377114.3912353516,027017
2376271.077392578,021046
2372576.627807617,016232
2372520.5229492188,033033
2370086.1831054688,008024
2368443.935180664,078046
2367579.67578125,058004
2365038.2504882812,066057
2364567.7681884766,012004
2363979.2319335938,009016
2361375.5454101562,070009
2354236.266723633,003032
2353208.6538085938,001274
2351824.296875,021117
2346609.123840332,042003
2346494.8264160156,030037
2338744.8046875,004092
2337772.3984375,101023
2336720.375,076071
2336669.229248047,005118
2335047.857421875,035044
2334921.2600097656,082078
2334770.537109375,062055
2334060.679321289,060076
2333826.72265625,076023
2331514.1166992188,015005
2330174.1094055176,079146
2329437.6875,043036
2329231.2532958984,008042
2328536.0078125,041069
2328300.7143554688,060050
2327391.7595214844,083064
2326892.4315185547,067013
2325407.4580078125,022103
2321933.7088623047,064010
2320823.951171875,005039
2320686.630493164,035026
2319227.0,025037
2317543.271484375,015154
2317087.5625,078063
2315944.9475097656,060014
2315202.3984375,015038
2314971.5396728516,041010
2314240.3327941895,066071
2313917.4599609375,083057
2313156.1361083984,034023
2312082.208984375,015200
2309014.6948242188,013043
2308437.578125,062078
2307242.307006836,017072
2306921.947265625,058106
2306242.9345703125,057028
2305983.18359375,015202
2305650.0068359375,070077
2305199.1346435547,017148
2302177.0,079056
2299590.705078125,034038
2299223.615234375,001308
2298913.3838500977,048026
2298244.146484375,058090
2296927.146484375,020018
2296094.125,064039
2295418.2583007812,016034
2290367.8658447266,053010
2289750.0,041017
2288120.680908203,023083
2287848.669921875,063040
2287792.1190185547,111063
2287329.7302246094,010011
2287140.291015625,059013
2286984.939453125,065101
2286974.983642578,019103
2285886.3764648438,097030
2284188.577026367,016046
2284084.2841796875,001254
2283631.03125,083100
2283573.7666015625,080020
2282262.3204956055,001148
2280503.658203125,015050
