Programma;Missione;Descrizione Missione;Componente;Descrizione Componente;ID Misura;Codice Univoco Misura;Descrizione Misura;ID Submisura;Codice CID;Codice Univoco Submisura;Descrizione Submisura;Tipo Livello;Investimento o Riforma;Prestito o Sovvenzione;Amministrazione Titolare;Importo Totale;Importo Progetti in essere;Importo FSC;Importo Progetti nuovi
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C1;Digitalizzazione, innovazione e sicurezza nella PA;M1C1I1.7;M1C1I1.07;Competenze digitali di base;M1C1I1.7.1;M1C1I1.7.1;M1C1I1.07.01;Servizio Civile Digitale;Submisura;Investimento;Sovvenzione;PCM - DIPARTIM. TRASFORMAZIONE DIGITALE;60000000;0;0;60000000
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C1;Digitalizzazione, innovazione e sicurezza nella PA;M1C1I1.7;M1C1I1.07;Competenze digitali di base;M1C1I1.7.2;M1C1I1.7.2;M1C1I1.07.02;Rete dei servizi di facilitazione digitale;Submisura;Investimento;Sovvenzione;PCM - DIPARTIM. TRASFORMAZIONE DIGITALE;135000000;0;0;135000000
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C1;Digitalizzazione, innovazione e sicurezza nella PA;M1C1I1.9;M1C1I1.09;Fornire assistenza tecnica e rafforzare la capacità per l'attuazione del PNRR;M1C1I1.9;M1C1I1.9;M1C1I1.09.00;Fornire assistenza tecnica e rafforzare la capacità per l'attuazione del PNRR;Misura;Riforma;Sovvenzione;PCM - DIPARTIMENTO FUNZIONE PUBBLICA;0;0;0;0
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C1;Digitalizzazione, innovazione e sicurezza nella PA;M1C1I2.1;M1C1I2.01;Portale unico del reclutamento;M1C1I2.1.1;M1C1R1.9;M1C1I2.01.01;Creazione di una piattaforma unica di reclutamento;Submisura;Investimento;Sovvenzione;PCM - DIPARTIMENTO FUNZIONE PUBBLICA;11500000;0;0;11500000
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C1;Digitalizzazione, innovazione e sicurezza nella PA;M1C1I2.1;M1C1I2.01;Portale unico del reclutamento;M1C1I2.1.2;M1C1R1.9;M1C1I2.01.02;Procedure per l'assunzione di profili tecnici;Submisura;Investimento;Sovvenzione;PCM - DIPARTIMENTO FUNZIONE PUBBLICA;9000000;0;0;9000000
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C1;Digitalizzazione, innovazione e sicurezza nella PA;M1C1I2.2;M1C1I2.02;Task Force digitalizzazione, monitoraggio e performance;M1C1I2.2.1;M1C1R1.9;M1C1I2.02.01;Assistenza tecnica a livello centrale e locale;Submisura;Investimento;Sovvenzione;PCM - DIPARTIMENTO FUNZIONE PUBBLICA;368400000;0;0;368400000
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C1;Digitalizzazione, innovazione e sicurezza nella PA;M1C1I2.2;M1C1I2.02;Task Force digitalizzazione, monitoraggio e performance;M1C1I2.2.2;M1C1R1.9;M1C1I2.02.02;Semplificazione e standardizzazione delle procedure;Submisura;Investimento;Sovvenzione;PCM - DIPARTIMENTO FUNZIONE PUBBLICA;4000000;0;0;4000000
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C1;Digitalizzazione, innovazione e sicurezza nella PA;M1C1I2.2;M1C1I2.02;Task Force digitalizzazione, monitoraggio e performance;M1C1I2.2.3;M1C1R1.9;M1C1I2.02.03;Digitalizzazione delle procedure (SUAP & SUE);Submisura;Investimento;Sovvenzione;PCM - DIPARTIMENTO FUNZIONE PUBBLICA;324400000;0;0;324400000
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C1;Digitalizzazione, innovazione e sicurezza nella PA;M1C1I2.2;M1C1I2.02;Task Force digitalizzazione, monitoraggio e performance;M1C1I2.2.4;M1C1R1.9;M1C1I2.02.04;Monitoraggio e comunicazione delle azioni di semplificazione;Submisura;Investimento;Sovvenzione;PCM - DIPARTIMENTO FUNZIONE PUBBLICA;21000000;0;0;21000000
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C1;Digitalizzazione, innovazione e sicurezza nella PA;M1C1I2.2;M1C1I2.02;Task Force digitalizzazione, monitoraggio e performance;M1C1I2.2.5;M1C1R1.9;M1C1I2.02.05;Amministrazione pubblica orientata ai risultati;Submisura;Investimento;Sovvenzione;PCM - DIPARTIMENTO FUNZIONE PUBBLICA;16400000;0;0;16400000
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C1;Digitalizzazione, innovazione e sicurezza nella PA;M1C1I2.3;M1C1I2.03;Competenze: Competenze e capacità amministrativa;M1C1I2.3.1;M1C1R1.9;M1C1I2.03.01;Investimenti in istruzione e formazione;Submisura;Investimento;Sovvenzione;PCM - DIPARTIMENTO FUNZIONE PUBBLICA;139000000;0;0;139000000
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C1;Digitalizzazione, innovazione e sicurezza nella PA;M1C1I2.3;M1C1I2.03;Competenze: Competenze e capacità amministrativa;M1C1I2.3.2;M1C1R1.9;M1C1I2.03.02;Sviluppo delle capacità nella pianificazione, organizzazione e formazione strategica della forza lavoro;Submisura;Investimento;Sovvenzione;PCM - DIPARTIMENTO FUNZIONE PUBBLICA;350900000;0;0;350900000
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C1;Digitalizzazione, innovazione e sicurezza nella PA;M1C1I3;M1C1I3.00;Procedure di assunzione per i tribunali civili, penali e amministrativi;M1C1I3.1;M1C1I1.8;M1C1I3.00.01;Investimento in capitale umano per rafforzare l’Ufficio del Processo e superare le disparità tra tribunali;Submisura;Investimento;Sovvenzione;MINISTERO DELLA GIUSTIZIA;2268050054;0;0;2268050054
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C1;Digitalizzazione, innovazione e sicurezza nella PA;M1C1I3;M1C1I3.00;Procedure di assunzione per i tribunali civili, penali e amministrativi;M1C1I3.2;M1C1I1.8;M1C1I3.00.02;Rafforzamento dell'Ufficio del processo per la Giustizia amministrativa;Submisura;Investimento;Sovvenzione;GIUST AMM.VA (CONSIGLIO DI STATO E TAR);41800000;0;0;41800000
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C1;Digitalizzazione, innovazione e sicurezza nella PA;M1C1R1.1;M1C1R1.01;Processo di acquisto ICT;M1C1R1.1;M1C1R1.1;M1C1R1.01.00;Processo di acquisto ICT;Misura;Riforma;Sovvenzione;PCM - DIPARTIM. TRASFORMAZIONE DIGITALE;0;0;0;0
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C1;Digitalizzazione, innovazione e sicurezza nella PA;M1C1R1.10;M1C1R1.10;Riforma del quadro legislativo in materia di appalti pubblici e concessioni;M1C1R1.10;M1C1R1.10;M1C1R1.10.00;Riforma del quadro legislativo in materia di appalti pubblici e concessioni;Misura;Riforma;Sovvenzione;PCM PRESIDENZA CONSIGLIO MINISTRI;0;0;0;0
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C1;Digitalizzazione, innovazione e sicurezza nella PA;M1C1R1.11;M1C1R1.11;Riduzione dei tempi di pagamento delle pubbliche amministrazioni e delle autorità sanitarie;M1C1R1.11;M1C1R1.11;M1C1R1.11.00;Riduzione dei tempi di pagamento delle pubbliche amministrazioni e delle autorità sanitarie;Misura;Riforma;Sovvenzione;MINISTERO DELL'ECONOMIA E DELLE FINANZE;0;0;0;0
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C1;Digitalizzazione, innovazione e sicurezza nella PA;M1C1R1.12;M1C1R1.12;Riforma dell'amministrazione fiscale;M1C1R1.12;M1C1R1.12;M1C1R1.12.00;Riforma dell'amministrazione fiscale;Misura;Riforma;Sovvenzione;MINISTERO DELL'ECONOMIA E DELLE FINANZE;0;0;0;0
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C1;Digitalizzazione, innovazione e sicurezza nella PA;M1C1R1.13;M1C1R1.13;"Riforma del quadro di revisione della spesa pubblica (""spending review"")";M1C1R1.13;M1C1R1.13;M1C1R1.13.00;"Riforma del quadro di revisione della spesa pubblica (""spending review"")";Misura;Riforma;Sovvenzione;MINISTERO DELL'ECONOMIA E DELLE FINANZE;0;0;0;0
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C1;Digitalizzazione, innovazione e sicurezza nella PA;M1C1R1.14;M1C1R1.14;Riforma del quadro fiscale subnazionale;M1C1R1.14;M1C1R1.14;M1C1R1.14.00;Riforma del quadro fiscale subnazionale;Misura;Riforma;Sovvenzione;MINISTERO DELL'ECONOMIA E DELLE FINANZE;0;0;0;0
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C1;Digitalizzazione, innovazione e sicurezza nella PA;M1C1R1.15;M1C1R1.15;Riforma delle norme di contabilità pubblica;M1C1R1.15;M1C1R1.15;M1C1R1.15.00;Riforma delle norme di contabilità pubblica;Misura;Riforma;Sovvenzione;MINISTERO DELL'ECONOMIA E DELLE FINANZE;0;0;0;0
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C1;Digitalizzazione, innovazione e sicurezza nella PA;M1C1R1.2;M1C1R1.02;Supporto alla trasformazione;M1C1R1.2.1;M1C1R1.2;M1C1R1.02.01;Ufficio Trasformazione;Submisura;Riforma;Sovvenzione;PCM - DIPARTIM. TRASFORMAZIONE DIGITALE;155000000;0;0;155000000
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C1;Digitalizzazione, innovazione e sicurezza nella PA;M1C1R1.2;M1C1R1.02;Supporto alla trasformazione;M1C1R1.2.2;M1C1R1.2;M1C1R1.02.02;NewCo - Società di software e operazioni;Submisura;Riforma;Sovvenzione;PCM - DIPARTIM. TRASFORMAZIONE DIGITALE;0;0;0;0
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C1;Digitalizzazione, innovazione e sicurezza nella PA;M1C1R1.3;M1C1R1.03;Cloud first e interoperabilità;M1C1R1.3;M1C1R1.3;M1C1R1.03.00;Cloud first e interoperabilità;Misura;Riforma;Sovvenzione;PCM - DIPARTIM. TRASFORMAZIONE DIGITALE;0;0;0;0
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C1;Digitalizzazione, innovazione e sicurezza nella PA;M1C1R1.9;M1C1R1.09;Riforma della Pubblica Amministrazione;M1C1R1.9;M1C1R1.9;M1C1R1.09.00;Riforma della Pubblica Amministrazione;Misura;Riforma;Sovvenzione;PCM - DIPARTIMENTO FUNZIONE PUBBLICA;0;0;0;0
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C1;Digitalizzazione, innovazione e sicurezza nella PA;M1C1R2.1;M1C1R2.01;Accesso e reclutamento;M1C1R2.1;M1C1R1.9;M1C1R2.01.00;Accesso e reclutamento;Misura;Riforma;Sovvenzione;PCM - DIPARTIMENTO FUNZIONE PUBBLICA;0;0;0;0
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C1;Digitalizzazione, innovazione e sicurezza nella PA;M1C1R2.2;M1C1R2.02;Buona amministrazione e semplificazione;M1C1R2.2;M1C1R1.9;M1C1R2.02.00;Buona amministrazione e semplificazione;Misura;Riforma;Sovvenzione;PCM - DIPARTIMENTO FUNZIONE PUBBLICA;0;0;0;0
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C1;Digitalizzazione, innovazione e sicurezza nella PA;M1C1R2.3;M1C1R2.03;Competenze e carriere;M1C1R2.3.1;M1C1R1.9;M1C1R2.03.01;Riforma del mercato del lavoro della PA;Submisura;Riforma;Sovvenzione;PCM - DIPARTIMENTO FUNZIONE PUBBLICA;24300000;0;0;24300000
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C1;Digitalizzazione, innovazione e sicurezza nella PA;M1C1R3.1;M1C1R3.01;Riforma della giustizia;M1C1R3.1.1;M1C1R1.4;M1C1R3.01.01;Riforma del processo civile;Submisura;Riforma;Sovvenzione;MINISTERO DELLA GIUSTIZIA;0;0;0;0
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C1;Digitalizzazione, innovazione e sicurezza nella PA;M1C1R3.1;M1C1R3.01;Riforma della giustizia;M1C1R3.1.2;M1C1R1.5;M1C1R3.01.02;Riforma del processo penale;Submisura;Riforma;Sovvenzione;MINISTERO DELLA GIUSTIZIA;0;0;0;0
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C1;Digitalizzazione, innovazione e sicurezza nella PA;M1C1R3.1;M1C1R3.01;Riforma della giustizia;M1C1R3.1.3;M1C1R1.6;M1C1R3.01.03;Riforma del quadro in materia di insolvenza;Submisura;Riforma;Sovvenzione;MINISTERO DELLA GIUSTIZIA;0;0;0;0
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C1;Digitalizzazione, innovazione e sicurezza nella PA;M1C1R3.1;M1C1R3.01;Riforma della giustizia;M1C1R3.1.4;M1C1R1.7;M1C1R3.01.04;Riforma delle commissioni tributarie;Submisura;Riforma;Sovvenzione;MINISTERO DELLA GIUSTIZIA;0;0;0;0
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C1;Digitalizzazione, innovazione e sicurezza nella PA;M1C1R3.1;M1C1R3.01;Riforma della giustizia;M1C1R3.1.5;M1C1R1.8;M1C1R3.01.05;Digitalizzazione della giustizia;Submisura;Riforma;Sovvenzione;MINISTERO DELLA GIUSTIZIA;0;0;0;0
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C2;Digitalizzazione, innovazione e competitività nel sistema produttivo;M1C2I1.1;M1C2I1.01;Transizione 4.0;M1C2I1.1.1;M1C2I1;M1C2I1.01.01;Credito d'imposta per i beni strumentali 4.0;Submisura;Investimento;Sovvenzione;MINISTERO IMPRESE E DEL MADE IN ITALY;8867960000;2551000000;0;6316960000
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C2;Digitalizzazione, innovazione e competitività nel sistema produttivo;M1C2I1.1;M1C2I1.01;Transizione 4.0;M1C2I1.1.2;M1C2I1;M1C2I1.01.02;Credito d'imposta (immateriali non 4.0);Submisura;Investimento;Sovvenzione;MINISTERO IMPRESE E DEL MADE IN ITALY;1913900000;543900000;0;1370000000
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C2;Digitalizzazione, innovazione e competitività nel sistema produttivo;M1C2I1.1;M1C2I1.01;Transizione 4.0;M1C2I1.1.3;M1C2I1;M1C2I1.01.03;Crediti d'imposta per beni immateriali tradizionali;Submisura;Investimento;Sovvenzione;MINISTERO IMPRESE E DEL MADE IN ITALY;290800000;0;0;290800000
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C2;Digitalizzazione, innovazione e competitività nel sistema produttivo;M1C2I1.1;M1C2I1.01;Transizione 4.0;M1C2I1.1.4;M1C2I1;M1C2I1.01.04;Credito d'imposta per R&D&I;Submisura;Investimento;Sovvenzione;MINISTERO IMPRESE E DEL MADE IN ITALY;2008340000;0;0;2008340000
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C2;Digitalizzazione, innovazione e competitività nel sistema produttivo;M1C2I1.1;M1C2I1.01;Transizione 4.0;M1C2I1.1.5;M1C2I1;M1C2I1.01.05;Credito d’imposta formazione;Submisura;Investimento;Sovvenzione;MINISTERO IMPRESE E DEL MADE IN ITALY;300000000;0;0;300000000
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C2;Digitalizzazione, innovazione e competitività nel sistema produttivo;M1C2I2.1;M1C2I2.01;Innovazione e tecnologia della Microelettronica;M1C2I2.1;M1C2I2;M1C2I2.01.00;Innovazione e tecnologia della Microelettronica;Misura;Investimento;Prestito;MINISTERO DELL'ECONOMIA E DELLE FINANZE;340000000;0;0;340000000
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C2;Digitalizzazione, innovazione e competitività nel sistema produttivo;M1C2I3.1;M1C2I3.01;Connessioni internet veloci (banda ultra-larga e 5G);M1C2I3.1.1;M1C2I3;M1C2I3.01.01;Piano Italia a 1 Gbps;Submisura;Investimento;Prestito;PCM - DIPARTIM. TRASFORMAZIONE DIGITALE;3863500000;1058500000;134000000;2671000000
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C2;Digitalizzazione, innovazione e competitività nel sistema produttivo;M1C2I3.1;M1C2I3.01;Connessioni internet veloci (banda ultra-larga e 5G);M1C2I3.1.2;M1C2I3;M1C2I3.01.02;Italia 5G - Corridoi 5G, Strade extraurbane (+ 5G Aree bianche);Submisura;Investimento;Prestito;PCM - DIPARTIM. TRASFORMAZIONE DIGITALE;2020000000;0;0;2020000000
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C2;Digitalizzazione, innovazione e competitività nel sistema produttivo;M1C2I3.1;M1C2I3.01;Connessioni internet veloci (banda ultra-larga e 5G);M1C2I3.1.3;M1C2I3;M1C2I3.01.03;Scuola Connessa;Submisura;Investimento;Prestito;PCM - DIPARTIM. TRASFORMAZIONE DIGITALE;261000000;0;0;261000000
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C2;Digitalizzazione, innovazione e competitività nel sistema produttivo;M1C2I3.1;M1C2I3.01;Connessioni internet veloci (banda ultra-larga e 5G);M1C2I3.1.4;M1C2I3;M1C2I3.01.04;Sanità Connessa;Submisura;Investimento;Prestito;PCM - DIPARTIM. TRASFORMAZIONE DIGITALE;501500000;93500000;0;408000000
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C2;Digitalizzazione, innovazione e competitività nel sistema produttivo;M1C2I3.1;M1C2I3.01;Connessioni internet veloci (banda ultra-larga e 5G);M1C2I3.1.5;M1C2I3;M1C2I3.01.05;Collegamento isole minori;Submisura;Investimento;Prestito;PCM - DIPARTIM. TRASFORMAZIONE DIGITALE;60500000;60500000;0;0
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C2;Digitalizzazione, innovazione e competitività nel sistema produttivo;M1C2I4.1;M1C2I4.01;Tecnologia satellitare ed economia spaziale;M1C2I4.1.1;M1C2I4;M1C2I4.01.01;SatCom;Submisura;Investimento;Prestito;MINISTERO IMPRESE E DEL MADE IN ITALY;210000000;0;0;210000000
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C2;Digitalizzazione, innovazione e competitività nel sistema produttivo;M1C2I4.1;M1C2I4.01;Tecnologia satellitare ed economia spaziale;M1C2I4.1.2;M1C2I4;M1C2I4.01.02;Osservatorio della Terra;Submisura;Investimento;Prestito;MINISTERO IMPRESE E DEL MADE IN ITALY;797000000;0;0;797000000
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C2;Digitalizzazione, innovazione e competitività nel sistema produttivo;M1C2I4.1;M1C2I4.01;Tecnologia satellitare ed economia spaziale;M1C2I4.1.3;M1C2I4;M1C2I4.01.03;Space Factory;Submisura;Investimento;Prestito;MINISTERO IMPRESE E DEL MADE IN ITALY;180000000;0;0;180000000
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C2;Digitalizzazione, innovazione e competitività nel sistema produttivo;M1C2I4.1;M1C2I4.01;Tecnologia satellitare ed economia spaziale;M1C2I4.1.4;M1C2I4;M1C2I4.01.04;In-Orbit Economy;Submisura;Investimento;Prestito;MINISTERO IMPRESE E DEL MADE IN ITALY;300000000;0;0;300000000
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C2;Digitalizzazione, innovazione e competitività nel sistema produttivo;M1C2I5.1;M1C2I5.01;Politiche industriali di filiera e internazionalizzazione;M1C2I5.1.1;M1C2I5.1;M1C2I5.01.01;Rifinanziamento e ridefinizione del Fondo 394/81 gestito da SIMEST;Submisura;Investimento;Prestito;MIN AFFARI ESTERI E COOPERAZ INT;1200000000;0;0;1200000000
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C2;Digitalizzazione, innovazione e competitività nel sistema produttivo;M1C2I5.1;M1C2I5.01;Politiche industriali di filiera e internazionalizzazione;M1C2I5.1.2;M1C2I5.2;M1C2I5.01.02;Competitività e resilienza delle filiere produttive;Submisura;Investimento;Prestito;MINISTERO IMPRESE E DEL MADE IN ITALY;750000000;0;0;750000000
