Codice Univoco submisura;CUP ;codice fiscale PROGRAMMATORE;Denominazione PROGRAMMATORE;forma giuridica PROGRAMMATORE;descrizione forma giuritica PROGRAMMATORE;Codice ATECO PROGRAMMATORE ;codice fiscale  ATTUATORE;Denominazione ATTUATORE;forma giuridica ATTUATORE;descrizione forma giuritica ATTUATORE;Codice ATECO ATTUTORE;codice fiscale BENEFICIARIO;Denominazione BENEFICIARIO;forma giuridica_BENEFICIARIO;descrizione forma giuritica  BENEFICIARIO;Codice ATECO BENEFICIARIO 
M1C2I5.01.01;E51B21008080006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;01774200891;AGRICOLA ORTOGROUP S.R.L.;11;Società  a responsabilità  limitata;46.31.10;01774200891;AGRICOLA ORTOGROUP S.R.L.;11;Società  a responsabilità  limitata;46.31.10
M1C2I5.01.01;E81B21008690006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;03884170485;CALZATURIFICIO CARISMA S.R.L.;11;Società  a responsabilità  limitata;15.20.10;03884170485;CALZATURIFICIO CARISMA S.R.L.;11;Società  a responsabilità  limitata;15.20.10
M1C2I5.01.01;E31B21011210006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;00197200132;TABU -S.P.A.;10;Società  per azioni;16.21.00;00197200132;TABU -S.P.A.;10;Società  per azioni;16.21.00
M1C2I5.01.01;E71B21010040006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;03460420650;GIANSA S.R.L.;11;Società  a responsabilità  limitata;46.49.10;03460420650;GIANSA S.R.L.;11;Società  a responsabilità  limitata;46.49.10
M1C2I5.01.01;E71B21007130006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;01623830666;PRISMA S.R.L.;11;Società  a responsabilità  limitata;46.69.11;01623830666;PRISMA S.R.L.;11;Società  a responsabilità  limitata;46.69.11
M1C2I5.01.01;E11B21012440006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;03044210833;INDUSTRIA ITTICA TORRENOVESE S.R.L.;11;Società  a responsabilità  limitata;10.20.00;03044210833;INDUSTRIA ITTICA TORRENOVESE S.R.L.;11;Società  a responsabilità  limitata;10.20.00
M1C2I5.01.01;E61B21007340006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;00137240511;ITALIMPIANTI ORAFI S.P.A.;10;Società  per azioni;28.41.00;00137240511;ITALIMPIANTI ORAFI S.P.A.;10;Società  per azioni;28.41.00
M1C2I5.01.01;E51B21006970006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;05441361002;KARMA S.R.L.;11;Società  a responsabilità  limitata;17.21.00;05441361002;KARMA S.R.L.;11;Società  a responsabilità  limitata;17.21.00
M1C2I5.01.01;E91B21010910006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;02487910610;QUALITYAGRO S.R.L.;11;Società  a responsabilità  limitata;46.21.10;02487910610;QUALITYAGRO S.R.L.;11;Società  a responsabilità  limitata;46.21.10
M1C2I5.01.01;E41B21011630006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;00180020125;BRUGNOLI GIOVANNI S.P.A.;10;Società  per azioni;13.91.00;00180020125;BRUGNOLI GIOVANNI S.P.A.;10;Società  per azioni;13.91.00
M1C2I5.01.01;E31B21013000006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;04216670242;SOLUZIONE SOLARE S.R.L.;11;Società  a responsabilità  limitata;33.20.08;04216670242;SOLUZIONE SOLARE S.R.L.;11;Società  a responsabilità  limitata;33.20.08
M1C2I5.01.01;E41B21010290006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;01579870492;LE PIANTAGIONI DEL CAFFE' S.R.L.;11;Società  a responsabilità  limitata;10.83.01;01579870492;LE PIANTAGIONI DEL CAFFE' S.R.L.;11;Società  a responsabilità  limitata;10.83.01
M1C2I5.01.01;E81B21010920006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;14297701006;UNITED COMPANY S.R.L.;11;Società  a responsabilità  limitata;46.74.10;14297701006;UNITED COMPANY S.R.L.;11;Società  a responsabilità  limitata;46.74.10
M1C2I5.01.01;E41B21015350006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;02250130974;GMG SERVICE S.R.L.;11;Società  a responsabilità  limitata;14.13.10;02250130974;GMG SERVICE S.R.L.;11;Società  a responsabilità  limitata;14.13.10
M1C2I5.01.01;E81B21010050006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;07478800589;PALLINI - SOCIETA' PER AZIONI;10;Società  per azioni;11.01.00;07478800589;PALLINI - SOCIETA' PER AZIONI;10;Società  per azioni;11.01.00
M1C2I5.01.01;E41B21014880006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;02116390267;TEMO S.R.L.;11;Società  a responsabilità  limitata;25.62.00;02116390267;TEMO S.R.L.;11;Società  a responsabilità  limitata;25.62.00
M1C2I5.01.01;E41B21010300006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;03716690262;BI.CI. - S.R.L.;11;Società  a responsabilità  limitata;46.73.10;03716690262;BI.CI. - S.R.L.;11;Società  a responsabilità  limitata;46.73.10
M1C2I5.01.01;E31B21011220006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;00521970137;E.M. - S.R.L.;11;Società  a responsabilità  limitata;16.29.12;00521970137;E.M. - S.R.L.;11;Società  a responsabilità  limitata;16.29.12
M1C2I5.01.01;E71B21010050006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;01284380522;MALEDETTI TOSCANI FACTORY SOCIETA' A RES;11;Società  a responsabilità  limitata;47.72.10;01284380522;MALEDETTI TOSCANI FACTORY SOCIETA' A RES;11;Società  a responsabilità  limitata;47.72.10
M1C2I5.01.01;E41B21011640006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;07938610156;MARLANVIL S.P.A.;10;Società  per azioni;27.12.00;07938610156;MARLANVIL S.P.A.;10;Società  per azioni;27.12.00
M1C2I5.01.01;E11B21012450006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;00850050261;AZZURRA GROUP S.R.L.;11;Società  a responsabilità  limitata;31.09.10;00850050261;AZZURRA GROUP S.R.L.;11;Società  a responsabilità  limitata;31.09.10
M1C2I5.01.01;E31B21009210006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;02701560365;GOVONI S.R.L.;11;Società  a responsabilità  limitata;28.12.00;02701560365;GOVONI S.R.L.;11;Società  a responsabilità  limitata;28.12.00
M1C2I5.01.01;E61B21009020006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;00602570178;ILPA INDUSTRIA LEGNO PASOTTI S.R.L., O I;11;Società  a responsabilità  limitata;16.23.10;00602570178;ILPA INDUSTRIA LEGNO PASOTTI S.R.L., O I;11;Società  a responsabilità  limitata;16.23.10
M1C2I5.01.01;E51B21008440006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;03528000544;PENELOPE S.R.L.;11;Società  a responsabilità  limitata;47.71.10;03528000544;PENELOPE S.R.L.;11;Società  a responsabilità  limitata;47.71.10
M1C2I5.01.01;E31B21010420006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;03243450040;CLP SRL;11;Società  a responsabilità  limitata;25.62.00;03243450040;CLP SRL;11;Società  a responsabilità  limitata;25.62.00
M1C2I5.01.01;E81B21013730006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;04800631006;OVERAL S.R.L.;11;Società  a responsabilità  limitata;46.43.10;04800631006;OVERAL S.R.L.;11;Società  a responsabilità  limitata;46.43.10
M1C2I5.01.01;E61B21007350006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;03094600370;POGGIPOLINI S.P.A.;10;Società  per azioni;25.62.00;03094600370;POGGIPOLINI S.P.A.;10;Società  per azioni;25.62.00
M1C2I5.01.01;E41B21012410006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;10847440962;VEGA SOCIETA' A RESPONSABILITA' LIMITATA;11;Società  a responsabilità  limitata;41.20.00;10847440962;VEGA SOCIETA' A RESPONSABILITA' LIMITATA;11;Società  a responsabilità  limitata;41.20.00
M1C2I5.01.01;E31B21013340006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;02366850978;RICCARDO RAMI STUDIO S.R.L.;11;Società  a responsabilità  limitata;47.91.10;02366850978;RICCARDO RAMI STUDIO S.R.L.;11;Società  a responsabilità  limitata;47.91.10
M1C2I5.01.01;E31B21010430006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;03629510243;MATA GOLD S.R.L.;11;Società  a responsabilità  limitata;32.12.10;03629510243;MATA GOLD S.R.L.;11;Società  a responsabilità  limitata;32.12.10
M1C2I5.01.01;E61B21010810006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;00975940107;SEGATA S.P.A.;10;Società  per azioni;10.13.00;00975940107;SEGATA S.P.A.;10;Società  per azioni;10.13.00
M1C2I5.01.01;E41B21010310006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;03765380963;E-PACKAGING S.R.L.;11;Società  a responsabilità  limitata;28.29.10;03765380963;E-PACKAGING S.R.L.;11;Società  a responsabilità  limitata;28.29.10
M1C2I5.01.01;E81B21010930006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;01192450441;WESTERN CO. S.R.L.;11;Società  a responsabilità  limitata;27.90.02;01192450441;WESTERN CO. S.R.L.;11;Società  a responsabilità  limitata;27.90.02
M1C2I5.01.01;E11B21012720006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;00528670243;VINCENZO BONA S.P.A.;10;Società  per azioni;58.11.00;00528670243;VINCENZO BONA S.P.A.;10;Società  per azioni;58.11.00
M1C2I5.01.01;E51B21006490006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;00822690236;ZANARDI FONDERIE S.P.A.;10;Società  per azioni;24.51.00;00822690236;ZANARDI FONDERIE S.P.A.;10;Società  per azioni;24.51.00
M1C2I5.01.01;E71B21009660006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;01122300104;I.L. INDUSTRIA DI LEIVI - S.R.L.;11;Società  a responsabilità  limitata;25.62.00;01122300104;I.L. INDUSTRIA DI LEIVI - S.R.L.;11;Società  a responsabilità  limitata;25.62.00
M1C2I5.01.01;E21B21006470006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;00122790504;CONCERIA WALPIER S.R.L.;11;Società  a responsabilità  limitata;15.11.00;00122790504;CONCERIA WALPIER S.R.L.;11;Società  a responsabilità  limitata;15.11.00
M1C2I5.01.01;E11B21010610006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;95174420166;SCS AUTOMABERG S.R.L.;11;Società  a responsabilità  limitata;28.95.00;95174420166;SCS AUTOMABERG S.R.L.;11;Società  a responsabilità  limitata;28.95.00
M1C2I5.01.01;E41B21015360006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;08963920965;AMIKO S.R.L.;11;Società  a responsabilità  limitata;62.09.09;08963920965;AMIKO S.R.L.;11;Società  a responsabilità  limitata;62.09.09
M1C2I5.01.01;E11B21009920006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;00904570017;C.M.C.*COSTRUZIONI MECCANICHE CAVOUR - S;11;Società  a responsabilità  limitata;22.29.01;00904570017;C.M.C.*COSTRUZIONI MECCANICHE CAVOUR - S;11;Società  a responsabilità  limitata;22.29.01
M1C2I5.01.01;E71B21009670006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;03767260619;BIG FOOD TRADING E BUSINESS S.R.L.;11;Società  a responsabilità  limitata;47.59.10;03767260619;BIG FOOD TRADING E BUSINESS S.R.L.;11;Società  a responsabilità  limitata;47.59.10
M1C2I5.01.01;E11B21008720006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;00124610031;IDRAL S.P.A.;10;Società  per azioni;28.14.00;00124610031;IDRAL S.P.A.;10;Società  per azioni;28.14.00
M1C2I5.01.01;E21B21008060006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;03981890878;LA CAVA S.R.L.;11;Società  a responsabilità  limitata;10.51.10;03981890878;LA CAVA S.R.L.;11;Società  a responsabilità  limitata;10.51.10
M1C2I5.01.01;E91B21010920006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;05161440655;FREEMONT ITALIA S.R.L.;11;Società  a responsabilità  limitata;46.49.10;05161440655;FREEMONT ITALIA S.R.L.;11;Società  a responsabilità  limitata;46.49.10
M1C2I5.01.01;E31B21010440006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;00297320178;BIANCHI F.LLI SPA;10;Società  per azioni;28.14.00;00297320178;BIANCHI F.LLI SPA;10;Società  per azioni;28.14.00
M1C2I5.01.01;E91B21010620006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;04462840408;ACQUAINBRICK S.R.L. SOCIETA' BENEFIT IN;11;Società  a responsabilità  limitata;11.07.00;04462840408;ACQUAINBRICK S.R.L. SOCIETA' BENEFIT IN;11;Società  a responsabilità  limitata;11.07.00
M1C2I5.01.01;E21B21006480006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;02705540165;DIAPATH S.P.A.;10;Società  per azioni;26.60.09;02705540165;DIAPATH S.P.A.;10;Società  per azioni;26.60.09
M1C2I5.01.01;E61B21009030006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;03817570611;SIGNORE PRODUCTION S.R.L.;12;Srl con un unico socio;14.13.10;03817570611;SIGNORE PRODUCTION S.R.L.;12;Srl con un unico socio;14.13.10
M1C2I5.01.01;E91B21010930006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;02810430302;DB SRL;11;Società  a responsabilità  limitata;70.22.01;02810430302;DB SRL;11;Società  a responsabilità  limitata;70.22.01
M1C2I5.01.01;E41B21011650006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;00526370036;ELECTRONIC SYSTEMS S.P.A.;10;Società  per azioni;33.20.08;00526370036;ELECTRONIC SYSTEMS S.P.A.;10;Società  per azioni;33.20.08
M1C2I5.01.01;E91B21010630006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;09169730968;FORLIGHT S.R.L.;11;Società  a responsabilità  limitata;27.40.09;09169730968;FORLIGHT S.R.L.;11;Società  a responsabilità  limitata;27.40.09
M1C2I5.01.01;E21B21006490006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;00210380168;ASTRA VERNICI S.R.L.;11;Società  a responsabilità  limitata;20.30.00;00210380168;ASTRA VERNICI S.R.L.;11;Società  a responsabilità  limitata;20.30.00
M1C2I5.01.01;E61B21009040006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;01777740349;VETROMECCANICA - S.R.L. - SOCIETA' UNIPE;12;Srl con un unico socio;28.29.10;01777740349;VETROMECCANICA - S.R.L. - SOCIETA' UNIPE;12;Srl con un unico socio;28.29.10
M1C2I5.01.01;E11B21012730006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;06738150488;BTS GROUP ITALY S.R.L.;11;Società  a responsabilità  limitata;79.11.00;06738150488;BTS GROUP ITALY S.R.L.;11;Società  a responsabilità  limitata;79.11.00
M1C2I5.01.01;E41B21011660006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;01223350123;TECNOELETTRA S.R.L.;11;Società  a responsabilità  limitata;25.11.00;01223350123;TECNOELETTRA S.R.L.;11;Società  a responsabilità  limitata;25.11.00
M1C2I5.01.01;E41B21014890006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;03389050240;CHRISTIA SRL;11;Società  a responsabilità  limitata;14.11.00;03389050240;CHRISTIA SRL;11;Società  a responsabilità  limitata;14.11.00
M1C2I5.01.01;E31B21009220006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;03912090242;WESTRAFO S.R.L.;11;Società  a responsabilità  limitata;27.11.00;03912090242;WESTRAFO S.R.L.;11;Società  a responsabilità  limitata;27.11.00
M1C2I5.01.01;E11B21010620006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;01664230263;DIEMMEBI S.P.A.;10;Società  per azioni;31.09.10;01664230263;DIEMMEBI S.P.A.;10;Società  per azioni;31.09.10
M1C2I5.01.01;E91B21010940006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;00598420073;STIL TRE SOCIETA' A RESPONSABILITA' LIMI;11;Società  a responsabilità  limitata;15.20.10;00598420073;STIL TRE SOCIETA' A RESPONSABILITA' LIMI;11;Società  a responsabilità  limitata;15.20.10
M1C2I5.01.01;E41B21011670006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;13221410155;DEL MONTE & PARTNER COMUNICAZIONE S.R.L.;11;Società  a responsabilità  limitata;73.11.01;13221410155;DEL MONTE & PARTNER COMUNICAZIONE S.R.L.;11;Società  a responsabilità  limitata;73.11.01
M1C2I5.01.01;E61B21010820006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;02310550278;NUOVA COSTRUZIONI BRUNELLO - SOCIETA' CO;14;SocietàCooperativa a mutualità  preval.;28.92.01;02310550278;NUOVA COSTRUZIONI BRUNELLO - SOCIETA' CO;14;SocietàCooperativa a mutualità  preval.;28.92.01
M1C2I5.01.01;E21B21006500006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;01914200041;OMARS - S.P.A.;10;Società  per azioni;29.20.00;01914200041;OMARS - S.P.A.;10;Società  per azioni;29.20.00
M1C2I5.01.01;E31B21011230006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;02306910460;PALAGI MARINE LIGHTS SOCIETA' A RESPONSA;11;Società  a responsabilità  limitata;27.40.09;02306910460;PALAGI MARINE LIGHTS SOCIETA' A RESPONSA;11;Società  a responsabilità  limitata;27.40.09
M1C2I5.01.01;E61B21011230006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;02365700646;D'ARIENZO S.R.L.;11;Società  a responsabilità  limitata;14.11.00;02365700646;D'ARIENZO S.R.L.;11;Società  a responsabilità  limitata;14.11.00
M1C2I5.01.01;E51B21006500006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;02902140124;RODA SRL;11;Società  a responsabilità  limitata;31.09.10;02902140124;RODA SRL;11;Società  a responsabilità  limitata;31.09.10
M1C2I5.01.01;E61B21010830006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;01146210453;PROMETEC S.R.L.;11;Società  a responsabilità  limitata;28.29.10;01146210453;PROMETEC S.R.L.;11;Società  a responsabilità  limitata;28.29.10
M1C2I5.01.01;E51B21005670006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;04628140156;ELETTROMECCANICA GIORDANO COLOMBO S.R.L.;11;Società  a responsabilità  limitata;27.90.02;04628140156;ELETTROMECCANICA GIORDANO COLOMBO S.R.L.;11;Società  a responsabilità  limitata;27.90.02
M1C2I5.01.01;E61B21009050006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;03135160798;MAJOR GROUP S.R.L.;11;Società  a responsabilità  limitata;20.42.00;03135160798;MAJOR GROUP S.R.L.;11;Società  a responsabilità  limitata;20.42.00
M1C2I5.01.01;E51B21008450006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;08073071212;BERVICATO S.R.L.;11;Società  a responsabilità  limitata;15.20.10;08073071212;BERVICATO S.R.L.;11;Società  a responsabilità  limitata;15.20.10
M1C2I5.01.01;E41B21011680006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;02628970127;B.L. COLOR S.R.L.;11;Società  a responsabilità  limitata;13.30.00;02628970127;B.L. COLOR S.R.L.;11;Società  a responsabilità  limitata;13.30.00
M1C2I5.01.01;E81B21013740006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;00795840826;PESCE AZZURRO CEFALU' S.R.L.;11;Società  a responsabilità  limitata;10.20.00;00795840826;PESCE AZZURRO CEFALU' S.R.L.;11;Società  a responsabilità  limitata;10.20.00
M1C2I5.01.01;E61B21007360006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;00251110474;FRATELLI MARTINELLI S.P.A.;10;Società  per azioni;25.50.00;00251110474;FRATELLI MARTINELLI S.P.A.;10;Società  per azioni;25.50.00
M1C2I5.01.01;E31B21011240006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;02289950996;OFFICINE IADR - OFFICINE PER L'INGEGNERI;11;Società  a responsabilità  limitata;72.19.01;02289950996;OFFICINE IADR - OFFICINE PER L'INGEGNERI;11;Società  a responsabilità  limitata;72.19.01
M1C2I5.01.01;E81B21014320006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;14180911001;GB ELETTRONICA S.R.L.;11;Società  a responsabilità  limitata;47.19.10;14180911001;GB ELETTRONICA S.R.L.;11;Società  a responsabilità  limitata;47.19.10
M1C2I5.01.01;E91B21008370006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;00455370049;LPM LATERIZI PREFABBRICATI MONDOVI' S.R.;11;Società  a responsabilità  limitata;23.61.00;00455370049;LPM LATERIZI PREFABBRICATI MONDOVI' S.R.;11;Società  a responsabilità  limitata;23.61.00
M1C2I5.01.01;E81B21013750006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;03056780590;PARAHSOL S.R.L.;11;Società  a responsabilità  limitata;14.19.10;03056780590;PARAHSOL S.R.L.;11;Società  a responsabilità  limitata;14.19.10
M1C2I5.01.01;E61B21007370006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;04044560656;FMTS EXPERIENCE S.R.L.;11;Società  a responsabilità  limitata;85.59.10;04044560656;FMTS EXPERIENCE S.R.L.;11;Società  a responsabilità  limitata;85.59.10
M1C2I5.01.01;E91B21009080006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;00162680300;MONTBEL SRL;11;Società  a responsabilità  limitata;31.09.10;00162680300;MONTBEL SRL;11;Società  a responsabilità  limitata;31.09.10
M1C2I5.01.01;E11B21012740006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;05034510486;MEDIATEL SERVICE S.R.L.;12;Srl con un unico socio;61.90.10;05034510486;MEDIATEL SERVICE S.R.L.;12;Srl con un unico socio;61.90.10
M1C2I5.01.01;E51B21006510006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;10168661006;DEK ITALIA S.R.L.;11;Società  a responsabilità  limitata;71.12.10;10168661006;DEK ITALIA S.R.L.;11;Società  a responsabilità  limitata;71.12.10
M1C2I5.01.01;E91B21010640006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;02403420744;BIO BOTANICALS SRL;11;Società  a responsabilità  limitata;20.42.00;02403420744;BIO BOTANICALS SRL;11;Società  a responsabilità  limitata;20.42.00
M1C2I5.01.01;E91B21007500006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;01141080265;ALPIPRESS - S.R.L.;11;Società  a responsabilità  limitata;24.53.00;01141080265;ALPIPRESS - S.R.L.;11;Società  a responsabilità  limitata;24.53.00
M1C2I5.01.01;E71B21007890006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;06328300725;CALZATURE F.LLI LOTTI S.R.L.;11;Società  a responsabilità  limitata;15.20.10;06328300725;CALZATURE F.LLI LOTTI S.R.L.;11;Società  a responsabilità  limitata;15.20.10
M1C2I5.01.01;E41B21015370006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;06736400968;STYLE COMMERCE S.R.L.;12;Srl con un unico socio;47.71.10;06736400968;STYLE COMMERCE S.R.L.;12;Srl con un unico socio;47.71.10
M1C2I5.01.01;E51B21006520006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;01515190880;SOCIETA' COOPERATIVA AGRIEXPORT;14;SocietàCooperativa a mutualità  preval.;46.75.02;01515190880;SOCIETA' COOPERATIVA AGRIEXPORT;14;SocietàCooperativa a mutualità  preval.;46.75.02
M1C2I5.01.01;E21B21009230006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;03562140487;SANITOSCO1984 S.R.L.;11;Società  a responsabilità  limitata;23.42.00;03562140487;SANITOSCO1984 S.R.L.;11;Società  a responsabilità  limitata;23.42.00
M1C2I5.01.01;E51B21005680006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;01458460217;OSCAR BOSCAROL SRL;11;Società  a responsabilità  limitata;32.50.14;01458460217;OSCAR BOSCAROL SRL;11;Società  a responsabilità  limitata;32.50.14
M1C2I5.01.01;E61B21009060006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;00272580630;GRADED S.P.A.;10;Società  per azioni;35.11.00;00272580630;GRADED S.P.A.;10;Società  per azioni;35.11.00
M1C2I5.01.01;E21B21009530006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;01610450247;GEA S.R.L.;11;Società  a responsabilità  limitata;46.47.10;01610450247;GEA S.R.L.;11;Società  a responsabilità  limitata;46.47.10
