CUP,CIG
B17H20001570001,ZF42E3D82A
B17H20001570001,Z352E29DEB
B17H20001780001,94886834EB
B17H20001780001,Z80352CA7E
B17H20001780001,Z0C352CA9A
B17H20001780001,ZEA352CAA1
B17H20001780001,Z8F352CA9D
B17H20001780001,Z63352CA85
B17H20001780001,910044117D
B17H20001790001,84355693C1
B17H20001790001,8435637BDC
B17H20001800001,9461668F6C
B17H20001800001,93749315CC
B17H20001820001,Z873638AFD
B17H20001820001,94841643B9
B17H20001830001,9337102452
B17H20001830001,Z2F3638ACD
B17H20001840007,ZFA3423C74
B17H20001840007,9483633D84
B17H20001840007,Z573405A40
B17H20001840007,92617627C8
B17H20001840007,94349238C2
B17H20001840007,Z593783CCF
B17H20001850001,8435433386
B17H20001860001,84347407A3
B17H20001880001,9443283BA5
B17H20001880001,91089829BC
B17H20001890001,9091710C6D
B17H20001890001,922868147B
B17H20001900001,9087419763
B17H20001900001,9089058FEC
B17H20001900001,935281289E
B17H20001910001,9192708E9C
B17H20001910001,93784058A1
B17H20001910001,Z19371EE60
B17H20001920001,9038413E59
B17H20001920001,87854563A4
B17H20001920001,941537011F
B17H20001930004,9513881EF4
B17H20001940001,9228350355
B17H20001940001,91948462F5
B17H20010000005,888819635F
B17H21000590001,8726222233
B17H21000590001,8829794085
B17H21000750002,8952153E58
B17H21000820001,9311004392
B17H21000820001,ZC8368E87F
B17H21000870001,Z7E3177D5B
B17H21000870001,941343002F
B17H21000870001,884153055E
B17H21000950001,8792991DB5
B17H21000950001,ZD036C9EC4
B17H21000990006,9492481321
B17H21000990006,9172796EB5
B17H21001000006,9280768C06
B17H21001000006,9473850457
B17H21001000006,9172811B17
B17H21001060001,ZBF31FAF6E
B17H21001060001,Z483171C71
B17H21001100001,9457903C73
B17H21001100001,9014222351
B17H21001160003,ZF71ABAEE3
B17H21001160003,882105440A
B17H21001230005,9359365853
B17H21001230005,874832522C
B17H21001550001,9505954167
B17H21001550001,Z3E382348E
B17H21001570001,88363323D8
B17H21002380001,8870150756
B17H21002380001,8830048220
B17H21002400001,8822210DFD
B17H21002480001,88494583C3
B17H21002480001,882828426D
B17H21002500001,9035697D09
B17H21002500001,8832775C81
B17H21002500001,88328022CC
B17H21002500001,8832892D0E
B17H21002530001,Z4A3766515
B17H21002530001,888197881C
B17H21002530001,8837092703
B17H21002550001,Z4F32B9208
B17H21003140003,Z0032566C6
B17H21003140003,8872920537
B17H21003170001,8848608651
B17H21003170001,885570461F
B17H21003850001,8891152ABB
B17H21003850001,Z7D3306418
B17H21004750001,89292970FE
B17H21005190004,ZBF33B2564
B17H21006360006,95473702F7
B17H21006360006,9043296BEE
B17H21006370006,9547541015
B17H21006370006,9042870C62
B17H21006870001,Z7F352B5A2
B17H22000420005,ZC03535B34
B17H22000580001,92985237EB
B17H22000580001,938774543F
B17H22000580001,9408171C4E
B17H22000580001,9420220377
B17H22000580001,9326745175
B17H22000580001,9553455078
B17H22000580001,9420257200
B17H22001430001,951465098F
B17H22001440005,93227321D3
B17H22002200005,9321233CCC
B17H22002310001,93531152AB
B17H22002650001,9381577241
B17H22002660001,9398821872
B17H22002810001,9401421A08
B18B20000100001,89641835D3
B18B20000100001,9472993120
B18B20000240001,8875364611
B18B20000240001,9272472DF2
B18C20000030001,8939627D90
B18C20000030001,Z67380274A
B18C20000030001,Z8833C7D6B
B18C20000030001,903293776B
B18C20000030001,ZD8337CD51
B18C20000040001,9038336ECE
B18C20000040001,9039328172
B18C20000040001,9038636662
B18C20000040001,9038454033
B18C20000050001,90386512C4
B18C20000050001,90393725C0
B18C20000050001,903838466D
B18C20000050001,90384859C5
B18C22000010006,9478829125
B18C22000010006,ZA3377E2F1
B18C22001210001,ZF237642F2
B18C22001210001,9373121025
B18C22001310001,9399696A84
B18C22001310001,Z0E380A746
B18C22001310001,94058511CB
B18D20000100004,8845788F2B
B18D20000100004,Z4F320A1D0
B18E18000230003,ZDE365EFB3
B18E18000230003,ZC42A21458
B18E18000230003,Z44356A74D
B18E18000230003,ZF52D4B59F
B18E18000230003,Z5C37D8F7D
B18E18000230003,Z3A3653D2C
B18E18000230003,7960439A11
B18E18000230003,8970601620
B18E18000340009,9273037037
B18E21000100004,9511557125
B18E21000100004,9511641675
B18E21000100004,9441888C74
B18E22000010001,94759129F3
B18E22000010001,9383842F60
B18E22000020001,9383877C43
B18E22000020001,94759129F3
B18E22000120006,Z493873803
B18E22000130006,9312197C0E
B18E22000130006,9252085612
B18E22000130006,9252067737
B18E22000130006,9251993A25
B18E22000210006,945999392D
B18H22000040006,9527365650
B18H22000320006,9505832CB6
B18H22000460006,9171081774
B18H22000610006,Z65363F294
B18H22000610006,9303362132
B18H22000970006,93170511B7
B18H22000970006,9357244207
B18I21000150001,Z97318B505
B18I21000150001,8862203943
B18I21000390001,Z0632C089A
B18I21000390001,88593685C0
B18I21000390001,ZA5324C945
B18I21000670001,9326745175
B18I21000900006,934693786A
B18I21000900006,9361139049
B18I21000900006,9362700874
B18I21000900006,9275771062
B18I21000900006,93622873A4
B18I21000910008,Z153702C3E
B18I21000910008,9229703FD9
B18I21000910008,93622873A4
B18I21000910008,9362700874
B18I21000910008,934693786A
B18I21000910008,9361139049
B19D15000680001,ZA331D2999
B19D15000680001,8989361F5B
B19D15000680001,8587698892
B19D15000680001,Z6A31D28F1
B19D15000680001,9292719250
B19D15000680001,9027009B79
B19D15000680001,8896563C07
B19D15000680001,9024319F9C
B19D20003890001,ZBB31BADC3
B19D20003890001,Z5A31BAE17
B19D20003890001,Z1C2E36223
B19D20003890001,8437250EF2
B19D20005590001,8438039A0E
B19D22000090001,ZB03654B54
B19D22000090001,Z2A372EA09
B19D22000090001,923414732B
B19E20000250001,Z922C2A38F
B19E20000250001,ZCE2C22F5E
B19E20000250001,Z0B2D9C676
B19E20000250001,8279896255
B19E20000320001,847062333B
B19E20000320001,8298440951
B19E20000320001,8299585A33
B19E20000320001,83553859D1
B19E20000430004,83849908A3
B19F18000310005,Z8F275A26D
B19F18000310005,8549559746
B19F18000310005,871612236A
B19F18000310005,Z052FA4BF7
B19F22013190002,9438357A95
B19F22013190002,9391380BEF
B19G20000470001,8435541CA3
B19H19000160004,Z222A18C84
B19H19000160004,93495726E3
B19H19000160004,ZE5299A85D
B19H20000140001,83601115D7
B19H20000140001,84138554CB
B19H20000140001,8359871FC6
B19I21000020006,9551958D17
B19I21000020006,9478736465
B19I21000020006,9478838890
B19I22000040006,9486667543
B19I22000040006,9486713B37
B19I22000060001,93855332D9
B19I22000060001,93855153FE
B19I22000300006,ZAF387380D
B19I22000840001,941952993A
B19I22000870001,9437040BC2
B19I22000890001,94407544A8
B19J20000100005,8415654161
B19J20000250001,8432624576
B19J20000250001,Z5E2E155BA
B19J20000300001,8435480A4D
B19J20000310001,84353975D0
B19J20000880001,9038751549
B19J20000890006,894705602F
B19J21000050003,9284984330
B19J21000050003,Z8E37089A5
B19J21000050003,9180900E57
B19J21000050003,9486786776
B19J21000050003,942561578E
B19J21000710001,8847488A0F
B19J21000760001,8694100648
B19J21000760001,8694475BBC
B19J21001000001,888672771C
B19J21001500001,87385141E1
B19J21001500001,87831558CA
B19J21001850005,8803069A57
B19J21001850005,Z0B31B7A67
B19J21002220005,8813633808
B19J21002220005,Z6332CB0D1
B19J21002220005,88498420A7
B19J21002250001,95424842E9
B19J21002390001,935911385E
B19J21002390001,93798408D4
B19J21002390001,9526437880
B19J21002400001,9526437880
B19J21002400001,93763508CA
B19J21002410001,9526437880
B19J21002410001,93763508CA
B19J21002410001,9368927B22
B19J21002420001,9378412E66
B19J21002420001,93579432DC
B19J21002420001,93800630DD
B19J21002430001,ZD5373C4B0
B19J21002430001,93579432DC
B19J21002430001,941349991D
B19J21002430001,93798408D4
B19J21002470005,88444352A7
B19J21002470005,Z2C33B59EF
B19J21002470005,ZD330C1EB4
B19J21002560001,Z6731FB716
B19J21002930001,8895962C11
B19J21002930001,9190056220
B19J21003990001,Z083254F70
B19J21003990001,88687682E1
B19J21004080001,ZCA327EE67
B19J21004080001,881875285D
B19J21004130001,8823876CD1
B19J21004130001,8845085B0A
B19J21004130001,8823295D5C
B19J21004490001,8914323C0B
B19J21004490001,88864957A8
B19J21004520001,ZCD32EC45E
B19J21004520001,8927477314
B19J21004690003,Z663599A9A
B19J21005950001,Z443351774
B19J21005950001,Z2532AF1AE
B19J21005960001,8864738537
B19J21005960001,886537313D
B19J21006570001,887024668F
B19J21006570001,Z9A32C3B47
B19J21006570001,889724707F
B19J21006860001,8920838C64
B19J21006860001,Z8F3334B3D
B19J21006860001,ZEE3334A5F
B19J21006860001,Z64376B69B
B19J21015210001,8882939129
B19J21015210001,880175807B
B19J21015230001,8883887F75
B19J21015270001,8885005A11
B19J21015410001,8890124A66
B19J21015410001,89002373EB
B19J21015430001,887462543A
B19J21015430001,8891157EDA
B19J21015460001,8897010CE7
B19J21015460001,Z1A33BEA1D
B19J21015460001,Z7B36FC35F
B19J21015560001,8896703F8E
B19J21015790001,Z1736855C3
B19J21015790001,89211795CD
B19J21015960001,893595140B
B19J21015960001,ZAF32FD89E
B19J21015960001,Z1D32FD87C
B19J21016190001,Z0D32ECB72
B19J21016190001,ZDB35194AE
B19J21016190001,Z1B32ECB4C
B19J21016190001,8917084281
B19J21018680006,ZD73652BAE
B19J21018680006,Z0B349D118
B19J21018680006,ZE1351353B
B19J21018680006,ZC8364F98E
B19J21018680006,Z9A3596206
B19J21019290004,Z4833E5180
B19J21019290004,ZC733C839D
B19J21020130001,9476210FDC
B19J21020220001,9548156B95
B19J21020220001,9549417C31
B19J21021900006,9069683B2C
B19J21022990006,9287577EFC
B19J21022990006,9309483C64
B19J21023010006,Z13370AF16
B19J21023010006,9287673E35
B19J21023190006,9203362694
B19J21024460001,927950274B
B19J21024460001,9283473445
B19J21024470001,92847008D1
B19J21024660001,9326217DB9
B19J21024660001,Z84375ACB3
B19J21024660001,Z80370D83B
B19J21026020001,ZA534F0CBE
B19J21026410006,9362700874
B19J21026410006,93622873A4
B19J21026410006,9361139049
B19J21026410006,934693786A
B19J21026420006,9361139049
B19J21026420006,934693786A
B19J21026420006,9362700874
B19J21026420006,93622873A4
B19J21026430006,9362700874
B19J21026430006,934693786A
B19J21026430006,9361139049
B19J21026430006,93622873A4
B19J21026440006,9361139049
B19J21026440006,9362700874
B19J21026440006,934693786A
B19J21026440006,93622873A4
B19J21026450006,9149390B78
B19J21026450006,9361139049
B19J21026450006,934693786A
B19J21026450006,9362700874
B19J21026450006,93622873A4
B19J22000090006,ZC1385FA54
B19J22000210006,Z39382E0C0
B19J22000580007,9564793CDE
B19J22001320001,939849074C
B19J22001340001,9415673B27
B19J22001350001,9308712028
B21B19000340001,Z9336B5784
B21B19000360001,8535222004
B21B19000360001,Z48366E97D
B21B20000350001,8333978834
B21B20000350001,Z172E04797
B21B20000700005,ZA42FF1F12
B21B20000700005,84237087BE
B21B20000770001,8772303D6E
B21B20000770001,ZCA36D0223
B21B20000770001,Z2F31D5ABB
B21B20000770001,Z7731D5B82
B21B20000770001,ZE0335F6E3
B21B20000770001,ZD331D5BCB
B21B20000770001,9450634DE1
B21B20000770001,ZA131D5724
B21B20000770001,Z04335F766
B21B20000770001,Z16335F65E
B21B20000770001,Z3431D5A1E
B21B20001040001,Z7431A522B
B21B21000770001,Z213937B7A
B21B21000770001,9118459668
B21B21000770001,9023787899
B21B21000770001,Z5F392CA0E
B21B21000810001,912121156E
B21B21000810001,9484208807
B21B21000810001,92154741B9
B21B21000810001,88415272E5
B21B21000960001,933347640D
B21B21001560001,9328988C6D
B21B21001560001,8894572104
B21B21001730001,92576896A3
B21B21002950001,8881129B7D
B21B21003090001,Z0C363C6FB
B21B21003110001,ZB5333A5E1
B21B21004580002,9154731303
B21B21004580002,ZF63783CF7
B21B21006030001,9397357053
B21B21006030001,ZBB386396C
B21B22000440006,9505295194
B21B22000440006,9545475728
B21B22000450006,ZED37A2F8F
B21B22000450006,9390005D3F
B21B22000460006,9389857320
B21B22000470006,93898941A9
B21B22000490006,Y793774E5B
B21B22000570001,93269033D7
B21B22000570001,932687089A
B21B22000820001,9532299DF8
B21B22000830001,95313552F8
B21B22000960008,9377906CD6
B21B22000960008,9377889ECE
B21B22000960008,9339809E32
B21B22000960008,9377871FF3
B21B22001010003,Z1B375D11C
B21B22001010003,9302950D30
B21B22001010003,Z4A377C9F9
B21B22001010003,9252022216
B21C20000000001,Z582D8D27D
B21C20000000001,8340003432
B21C20000000001,Z662CBF201
B21C22000050006,Z97367E531
B21C22000200006,9430965684
B21C22000350006,94549149DA
B21C22000600006,Z7E38344BA
B21C22000620006,Z4F37A6FD8
B21C22000780006,Z8938E7D86
B21C22000910006,Z5F382F1DB
B21C22001170006,95616581CC
B21C22001360006,9547946E48
B21C22001440006,9567389B28
B21D20000370001,Z51340BCA4
B21D20000370001,950301473B
B21D20000380001,Z15340B646
B21D20000380001,932576698D
B21D20000390001,9430612337
B21D20000390001,9430685F71
B21D20000390001,Z163413FCF
B21D20000390001,9160076DD5
B21D20000400001,95082117EE
B21D20000400001,Z5535E7FF6
B21D20000400001,Z0436D1749
B21D20000400001,9176238725
B21D20000400001,Z1836D15D0
B21D20000400001,Z1E35E83C4
B21D20000410001,ZCF36D1813
B21D20000410001,93769518C0
B21D20000410001,ZA035E847D
B21D20000410001,95082117EE
B21D20000410001,Z2D35E80F2
B21D20000410001,937692534D
B21D20000410001,9176238725
B21D20000410001,Z0236D16BF
B21D20000420001,Z85340493C
B21D20000420001,9188933365
B21D20000430001,9496028235
B21D20000430001,Z0F340A9DF
B21D20000440001,9187722C09
B21D20000440001,9503234CC6
B21D20000440001,91877692D5
B21D20000450001,9176238725
B21D20000450001,9378245499
B21D20000450001,Z0B36D163B
B21D20000450001,Z8C35E8305
B21D20000450001,93781305B2
B21D20000450001,ZF236D17B4
B21D20000450001,Z0135E81D5
B21D20000450001,95082117EE
B21D21000220001,Z37393DF88
B21D21000220001,888226227B
B21D21000220001,ZDE32275CD
B21D22000340006,94019151B4
B21D22000340006,ZE637CFA65
B21E20000070001,8390146781
B21E20000070001,Z882DCA435
B21E20000100001,ZE62DE226F
B21E20000110004,ZED2D44993
B21E20000110004,8402724334
B21E20000110004,Z912D44A45
B21E20000240001,84908463C7
B21E21000040001,8878510A39
B21E21000040001,Z8834F2839
B21E21000040001,Z79393DFAC
B21E21000040001,ZD231C2D8A
B21E22000000006,Z4A355B8B4
B21E22000130006,93623084F8
B21F20000040001,ZCD2D88B13
B21F20000040001,Z092DAE533
B21F20000040001,Z492D6EFFA
B21F20000040001,8407949B00
B21F22000010006,Z2F387A2BD
B21F22000150006,9462327F3F
B21F22000190006,Z783913CD7
B21F22000210006,95073197D4
B21F22000290006,95454480E2
B21F22000300006,9423023C90
B21F22000310006,95134256A9
B21F22000340006,956920127A
B21F22000500006,9462474890
B21F22000500006,94369533F9
B21F22000540006,9519876233
B21F22000540006,95089899F4
B21F22000560006,ZE6383EB01
B21F22000720006,Z49387A3DD
B21F22000790006,9486098FB2
B21F22000850006,9491112963
B21F22001100006,948599283B
B21F22001310006,9511573E55
B21F22001480006,Z3B382C0EF
B21F22001500006,95286033F2
B21F22001500006,Z2838E8C8F
B21F22001900006,948429717B
B21F22002010006,9504085B0B
B21F22002020006,9504517F89
B21F22002490006,951466886A
B21F22002720006,Z043844BF2
B21F22003410006,9553413DCB
B21F22003720006,95616581CC
B21I21000000008,Z6A38EC68C
B21I21000000008,Z0A3706902
B21I21000000008,ZC83706A37
B21I22000070001,ZF73859C0D
B21I22000070001,Z87385325E
B21I22000070001,Z5A3859CE0
B21I22000070001,Z81362509A
B21J20000050001,850141666A
B21J20000050001,8500085C08
B21J20000050001,84919556F3
B22C21001380001,9379584593
B22C21001380001,ZE0392677B
B22C21001380001,ZB4363E784
B22C21001380001,9119840A0A
B22C21001380001,Z7139269EB
B22C21001380001,Z15363025F
B22C21001380001,95463812D1
B22C21001380001,Z7B363045F
B22C21001520001,93695350E2
B22C21001530001,93695361B5
B22C21001580001,93695827A9
B22C21001580001,93695469F3
B22C21001580001,9369611F95
B22C22000290001,9326580949
B22C22000290001,932710173B
B22C22000290001,9326637853
B22C22000290001,9327025883
B22C22000300001,9327025883
B22C22000300001,9326580949
B22C22000300001,9326637853
B22C22000300001,932710173B
B22C22000310001,9326637853
B22C22000310001,932710173B
B22C22000310001,9326580949
B22C22000310001,9327025883
B22C22000330001,9327025883
B22C22000330001,9326580949
B22C22000330001,9326637853
B22C22000330001,932710173B
B22C22000340001,932710173B
B22C22000340001,9327025883
B22C22000340001,9326580949
B22C22000340001,9326637853
B22C22000350001,9326637853
B22C22000350001,9327025883
B22C22000350001,9326580949
B22C22000350001,932710173B
B22C22000360001,932710173B
B22C22000360001,9327025883
B22C22000360001,9326637853
B22C22000360001,9326580949
B22C22000470001,9387620D15
B22C22001440006,9389849C83
B22C22001460006,9399937168
B22E20000040001,89816113DE
B22E20000040001,Z4F393C991
B22E20000040001,Z5933EAC5D
B22E20000040001,Z92393C9FA
B22E20000040001,9440589C7C
B22E20000040001,ZA135CF3BF
B22E20000040001,Z4E381612A
B22E20000040001,93195743C2
B22E20000040001,Z8F33EAC36
B22E20000040001,Z0838161E8
B22E20000040001,Z5E35CF451
B22E20000040001,Z483251EFF
B22E22014030006,936932860E
B22E22014030006,Z8737373DB
B22E22018360006,940451641D
B22E22018360006,9300898FD2
B22E22024030006,Z36374AB62
B22E22024030006,9384557D6A
B22E22024090006,9360147DA5
B22E22025030006,93566908D8
B22E22026750006,9377541FA0
B22E22026890006,9370599EE8
B22E22026890006,9380764358
B22E22027500006,94023031E4
B22E22027500006,9399966954
B22E22027510006,9387424B57
B22E22027510006,Z4E3788848
B22E22029080001,93970399E4
B22G20000050001,8249869743
B22G20000300001,Z732DEA14B
B22G20000300001,Z132DBACF8
B22G20000300001,Z072DBABB2
B22G20000300001,ZB42CD8955
B22G20000320001,ZA72E29959
B22G20000320001,83699583D8
B22H22002600006,9232366570
B22H22002600006,93990548B9
B22H22002600006,9399493301
B22H22006750006,934167306F
B22I20000020001,ZE42DED166
B22I20000020001,Z912E33241
B22I20000020001,8436243FF1
B23B18000030001,ZD138D2919
B23B20000100001,8329469F40
B23B20000140002,Z972DC472F
B23B20000140002,84593024D8
B23B20000140002,Z722E8CB30
B23C22000030001,9389048783
B23C22000030001,9458282538
B23C22000040001,9389052ACF
B23C22000040001,9458306905
B23C22000050001,9458315075
B23C22000050001,9389054C75
B23C22000140001,Z5D38AB2C4
B23C22000140001,9503525CEA
B23C22000140001,9487365545
B23C22000310006,Z36373533D
B23C22000310006,Z953788DB1
B23D20000160001,ZAA2CCF973
B23D20000160001,8384412BA7
B23D20000900001,8411347F1D
B23D20000900001,ZA52DF8C5B
B23D20000970001,841333038D
B23D20000980001,8421540AA6
B23D20001180001,ZB42E18957
B23D20004660004,Z9434FF088
B23D21000860001,903855538B
B23D21000860001,90599581DC
B23D21000860001,9561214365
B23D21000860001,9546937DA1
B23D21001890001,9425765358
B23D21001890001,92573628C9
B23D21001890001,9338199D95
B23D21007650001,ZBF32CB9ED
B23D21007650001,ZC632A0990
B23D21007650001,887912019F
B23D21007650001,ZC532957D4
B23D21007790005,88763969B2
B23D21007880001,8897628AE5
B23D21007880001,887034369B
B23D21008720001,Z3733719A3
B23D21012110006,937764122A
B23D22000190001,9424749CE7
B23D22000450006,9323621F6F
B23D22000550006,9400751124
B23E19000180001,82862627B7
B23E19000180001,8299550D50
B23E19000180001,8286266B03
B23E22000030006,9383013347
B23G20002240001,840701583E
B23G20002250001,8428625163
B23G20002260001,8414414219
B23G20002260001,8438826384
B23G20002270001,8420448582
B23H15000020001,8366260827
B23H15000020001,9035231C7B
B23H15000020001,Z152B5BC01
B23H15000020001,Z3232C5C09
B23H18000200001,8979874A71
B23H18000200001,ZA335F37BE
B23H19000490001,Z9131037AA
B23H19000490001,8039397048
B23H19000490001,8716985B93
B23H19000500001,8775983A44
B23H19000500001,8039432D26
B23H19000840001,88631620AA
B23H19000960001,9141261736
B23H19000960001,9129720348
B23H19000960001,9392569124
B23H19000990001,8537908890
B23H19000990001,8537812957
B23H19000990001,8526941E4D
B23H19000990001,9527531F4A
B23H19001240001,91869910CF
B23H19001240001,89901309F6
B23H19001240001,89213567DD
B23H19001240001,9166156737
B23H20000000001,ZF52B6B2AB
B23H20000050003,86629772C6
B23H20000050003,8661320B5D
B23H20000050003,9364268669
B23H20000050003,8662904687
B23H20000070005,8508762487
B23H20000070005,892660644E
B23H20000070005,9076704D15
B23H20000080003,ZA4382E60F
B23H20000080003,ZAD35F4539
B23H20000080003,85820389CA
B23H20000080003,8962819039
B23I22000020001,95539790E3
B23I22000060006,938250935D
B23I22000060006,Z973754CD5
B23I22000080006,9326370BFC
B24D22000110001,9393548907
B24D22000120006,9379432823
B24D22000120006,ZCB3811606
B24D22000120006,Z54359CAB2
B24D22000420001,Z863693BB2
B24D22000800006,93818156A7
B24D22000800006,926608680F
B24D22001030001,9311504030
B24D22001030001,9377598EAA
B24D22001120006,9401557A43
B24D22001120006,9354715B05
