CUP,CIG
F64I18000110002,9312493056
F64I22000000006,9395875954
F64J22000020006,93404818C1
F64J22000020006,943622398D
F64J22000020006,936734841C
F64J22000080001,93812715BB
F64J22000090001,934600032F
F64J22000090001,9533609706
F64J22000090001,955832427E
F64J22000110006,9443751DD9
F64J22000160001,ZBE3609D0C
F64J22000160001,ZE336BBD7A
F64J22000240001,Z37368AEC9
F64J22000240001,9396754EB2
F64J22000260001,9275169F94
F64J22000260001,92731258D3
F64J22000310006,9294803A13
F64J22000310006,93812769DA
F64J22000310006,931771667C
F64J22000330006,9374933772
F64J22000330006,932297170C
F64J22000360006,9340586F65
F64J22000360006,9374692093
F64J22000390006,Z473767105
F64J22000390006,Z483766E59
F64J22000460001,9400420FF9
F64J22000480006,940172119C
F64J22000480006,940133423F
F65B22000070001,9253177B36
F65B22000070001,92532073FA
F65B22000070001,9293948882
F65B22000130006,94722289D1
F65B22000130006,9415250E14
F65B22000130006,9442731421
F65C20000970001,8369995261
F65D20000020001,Z9F30561C5
F65D20000020001,Z8F2D5F050
F65D20000020001,Z8C2FF12B8
F65D20000020001,ZC631AC374
F65D20000020001,ZA62C60AB4
F65D20000020001,ZC430C390E
F65D20000020001,Z152DDB914
F65D20000020001,Z572C448F2
F65D20000020001,8331835FBC
F65E22000000006,9535727AD9
F65E22000040006,95410367FA
F65E22000040006,9545951FF4
F65E22000050006,954601117C
F65E22000050006,9541022C6B
F65E22000160006,94546922A9
F65E22000190001,95343602C6
F65E22000210001,9281097B86
F65E22000210001,Z0E35D3AEB
F65E22000220006,9484794B9B
F65E22000220006,9470343645
F65E22000220006,Z09392A13A
F65E22000370006,Z2A368425F
F65E22000370006,Z9C36843AF
F65F20000050001,8412082DA8
F65F20000050001,8412055762
F65F21000490001,8852066BF1
F65F21000490001,ZD131403E4
F65F21000730005,9282025956
F65F21000730005,9357296CED
F65F21000730005,929442849F
F65F21000730005,9159811329
F65F21000730005,932871397E
F65F21000730005,9526797197
F65F21000730005,9355525775
F65F21000730005,92335262B4
F65F21000730005,941291572F
F65F21000730005,956922671A
F65F21000820005,9569178F7B
F65F21000820005,92492209CB
F65F21000820005,922881316A
F65F21000820005,9229461827
F65F21000820005,9435384531
F65F21000820005,917877980B
F65F21000820005,9436016EB9
F65F21000820005,92976306FE
F65F21000820005,953368990A
F65F21000820005,9233658F9E
F65F21000860001,87809583C6
F65F21000940001,Z1132AD5BD
F65F21000940001,88847908A5
F65F21001080001,8838847F46
F65F21001190001,8839078DE7
F65F21001450001,8864427492
F65F21001630001,9282031E48
F65F21001630001,Z58387849C
F65F21001630001,88638708EA
F65F21001630001,8867150BA7
F65F21001670001,ZD932C240F
F65F21001670001,8873841D3D
F65F21001770001,Z13321C582
F65F21001770001,8901184169
F65F21001770001,ZA331E6C2C
F65F21002760001,93901347B5
F65F21002760001,9514279767
F65F21002760001,9312379242
F65F21002760001,Z583569915
F65F21002760001,Z55369EDAE
F65F21002760001,9514038088
F65F22000510006,9569046291
F65F22000540006,93265765FD
F65F22000540006,9326999310
F65F22000540006,93265944D8
F65F22000540006,9482238E53
F65F22000540006,9461074540
F65F22000540006,9478144BDA
F65F22000540006,93267895C3
F65F22000600006,9326119CDA
F65F22000600006,9326593405
F65F22000600006,9326724021
F65F22000600006,932699823D
F65F22000610006,932699823D
F65F22000610006,9326593405
F65F22000610006,9326724021
F65F22000610006,9326119CDA
F65F22000620001,9326711565
F65F22000620001,9327013E9A
F65F22000620001,93261706F2
F65F22000620001,93267559B3
F65F22000640001,9327013E9A
F65F22000640001,9326711565
F65F22000640001,93261706F2
F65F22000640001,93267559B3
F65F22000770001,93622450FC
F65F22000840006,9379973696
F65F22000840006,9353321CA7
F65F22000900006,Z0435FF447
F65F22000900006,936666614F
F65H19000060001,877054310C
F65H19000070001,8930704A13
F65H21000210001,8893673B20
F65H21000220001,89340589E2
F65H21000230001,88019406AA
F65H21000240001,877812738F
F65H21000250001,8786540230
F65H21000260001,884294985C
F65H21000270001,88114151B0
F66B20000650005,88172110B3
F66B20001030002,8556253B55
F66D19000390001,8392140502
F66D19000390001,839214377B
F66D19000390001,83921350E3
F66G20000180005,ZDD2CFB09F
F66G20000180005,8377215881
F66G20000240001,ZB12E1EB8F
F66G20000240001,866478679A
F66G20000240001,Z2F2E026D7
F66G20000240001,8517578FB5
F66G20000240001,Z9E2E44654
F66G20000240001,Z5A2E43DCE
F66G20000530001,851584164D
F66G20000530001,ZED2F1E980
F66G20000530001,ZCF2E4DFBE
F66G20000530001,ZC53366A2B
F66G20000530001,843597639F
F66G20000530001,8515677EF4
F66G21001380006,Z8537D8EC6
F66G21001380006,Z1138C12DC
F66G22000510001,Z0E3881F30
F66G22000510001,Z283924C70
F66H21000000008,9349869BF9
F66H21000000008,93499227B7
F66H21000000008,9349891E20
F66H21000000008,9349942838
F66J15000340002,8726818E05
F66J15000340002,9458467DE0
F66J15000340002,89882835C6
F66J20000380001,9487779AE8
F66J20000390001,9487820CBD
F66J20000400001,94854508F5
F66J20000410001,94865260E9
F66J20000420001,9019702D8B
F66J20000430006,9019995F55
F66J20000560001,Z502E0BAF6
F66J20000560001,84190346A3
F66J20000560001,ZCF2FA2E17
F66J20000560001,Z962F06842
F66J20000560001,Z4D2E286F9
F66J20000650005,8420256710
F66J22000020006,9354424AE1
F66J22000020006,9350125F3A
F66J22000020006,9370495917
F66J22000020006,9338667FC9
F66J22000030006,93499563C7
F66J22000030006,9338893A4B
F66J22000030006,9338808428
F66J22000030006,9361720FB9
F66J22000250006,9533196236
F66J22000250006,953329758E
F66J22000250006,9533251F95
F66J22000270006,953329758E
F66J22000270006,9533196236
F67B20000400008,843359893A
F67B20003030005,8432172077
F67B20003080005,84294813C7
F67B20003140004,ZA12FD2A39
F67B20003140004,843016583A
F67B20003140004,Z7530B83F2
F67B20003490001,8432563320
F67B20003530001,ZE03765A87
F67B20003530001,Z60385D857
F67B20003530001,9339081571
F67B20003530001,8842842012
F67B22000090006,9526463DF3
F67B22000610006,93845832E2
F67B22000610006,93844282F9
F67B22000730001,9402391A80
F67C20000140005,9322297AD7
F67C20000140005,8469668F20
F67D18000230001,ZE5310457B
F67D18000230001,89057411F7
F67D18000230001,Z2838CF3B4
F67D18000230001,ZB737BD069
F67D18000230001,Z4D334F2A9
F67D18000230001,Z123767F2B
F67D18000230001,Z863599D58
F67D18000230001,8558796DE1
F67D18000230001,ZF3313EEA9
F67H13001850004,9281606F8F
F67H18000140001,8740480844
F67H18000140001,87404363F6
F67H18000140001,89897819F5
F67H18000140001,87404607C3
F67H18000140001,Z303439FD8
F67H18001000004,Z912F3C6B4
F67H18001000004,Z38335EFD8
F67H18001000004,ZAE335EF4B
F67H18001000004,9389382B22
F67H18001000004,9405664778
F67H18001000004,Z4A2CCD5C5
F67H18001000004,ZD333DE8CC
F67H18001000004,8402835ECA
F67H18001000004,ZE92DE8D22
F67H18001000004,8024095CA8
F67H18001000004,92979173D6
F67H19001950005,8577683FEC
F67H19001950005,9391244BB4
F67H19001950005,9543842391
F67H19001960005,939121649B
F67H19001960005,9162471642
F67H19001960005,9543751877
F67H19002110001,8708361ED2
F67H19003570005,Z9337FB3B0
F67H19003570005,8448046C17
F67H19003600001,8392095FDC
F67H19003600001,84220786A0
F67H19003640001,8436647D56
F67H20000030001,8658128141
F67H20000030001,9543391F60
F67H20000030001,8658385555
F67H20000030001,865485651C
F67H20000030001,9319910907
F67H20000030001,865828961C
F67H20000030001,9363424DE9
F67H20000030001,9261897730
F67H20000030001,94210207A4
F67H20000390001,8355395214
F67H20000390001,Z482CDD03B
F67H20000580009,8349238927
F67H20000620006,8328948153
F67H20000640002,8337686C23
F67H20000640002,ZEF2D2C1ED
F67H20000780001,ZAD2DC5CCD
F67H20000780001,843460583B
F67H20000870001,836702711C
F67H20000900001,8386813906
F67H20000910005,8382382075
F67H20001200001,Z612E1304C
F67H20001200001,ZEB2DEBAC6
F67H20001200001,84349282C9
F67H20001250001,Z6F2E1C433
F67H20001250001,8434706B93
F67H20001250001,Z492E11B1F
F67H20001260005,8416919549
F67H20001260005,ZA23425AA9
F67H20001270001,8417714557
F67H20001270001,Z712E18ED0
F67H20001280001,842129507B
F67H20001330001,9156336F7C
F67H20001330001,912953174F
F67H20001330001,9420048586
F67H20001380001,9329966382
F67H20001380001,8855302A60
F67H20001390002,930970646D
F67H20001390002,933095212F
F67H20001390002,9504068D03
F67H20001390002,9309673930
F67H20001390002,9410986F50
F67H20001590001,9041879A96
F67H20001590001,9526093C9E
F67H20001590001,9522961405
F67H20001840001,Z3D2FF3C2D
F67H20001840001,Z9D315DA3A
F67H20002570007,8868624C09
F67H20002570007,ZC22EE0680
F67H20002570007,Z0F2EE0551
F67H20002640001,848619881F
F67H20003500005,Z7E34AEC12
F67H20003500005,Z6534B07A6
F67H20003630001,Z67352989D
F67H20003630001,9416008F99
F67H21000130001,ZB0337025D
F67H21000130001,Z86330B5F0
F67H21000920001,ZE230FE97D
F67H21000920001,8872817039
F67H21000920001,8744716FEA
F67H21001140001,Z5A3145A74
F67H21001140001,ZE73212401
F67H21001140001,889322054E
F67H21001710001,8786001563
F67H21001710001,93109105FF
F67H21001710001,9472041F7E
F67H21001710001,9516576EF0
F67H21001750001,8729704BA0
F67H21001750001,875988234F
F67H21001750001,87297609D7
F67H21002390001,92881686B4
F67H21002400001,9556230278
F67H21002400001,9557090828
F67H21002400001,9325640195
F67H21002400001,Z4436D955E
F67H21002400001,9556982F06
F67H21003230001,Z4C32048C3
F67H21003230001,886374736B
F67H21003980005,88587453A3
F67H21005350005,8854084D3F
F67H21005420001,8879835FA4
F67H21005420001,Z64362A4F3
F67H21005420001,88798571D0
F67H21005420001,Z8532D0770
F67H21005570001,Z3F32B056F
F67H21005570001,8881303B14
F67H21005630001,8868183020
F67H21005840001,8886481C19
F67H21005870001,8880513F25
F67H21005870001,8880599620
F67H21005870001,8880582818
F67H21005870001,88805215C2
F67H21005890001,Z7932D73FA
F67H21005890001,8885683992
F67H21006120001,8901763F33
F67H21006150001,88943780EC
F67H21007460001,ZF1353E3F3
F67H21007460001,9499939DA7
F67H21007460001,Z353544B36
F67H21008130002,ZB636B591B
F67H21008190001,93949795EE
F67H21008190001,9313087A82
F67H21008190001,9313088B55
F67H21008190001,9514038088
F67H21008190001,9313077244
F67H21008190001,Z79365D670
F67H21008190001,9514279767
F67H21008440001,896928367A
F67H21008440001,9227915C59
F67H21008440001,Z113774EC2
F67H21009410006,9514038088
F67H21009410006,93130457DA
F67H21009410006,9394668549
F67H21009410006,9514279767
F67H21009740002,93164501C1
F67H21009750002,931643555F
F67H21009800001,Z4137107F6
F67H21009800001,9326745175
F67H21009860006,9499938CD4
F67H21009870006,9500679056
F67H21009880006,95123374D1
F67H21009890006,9512902711
F67H21009900006,95212120B4
F67H21009900006,9500621079
F67H22000810001,9326745175
F67H22001260001,9376259DB0
F67H22001280001,9392933D82
F67H22002290006,9327556EB3
F67H22002580001,9383959FED
F67H22002580001,ZA7378EBC4
F68B20000270001,8786001563
F68B20000270001,93109105FF
F68B20000270001,8842092525
F68B20000270001,9444967954
F68B20000270001,9483189F1D
F68B20000580001,914160209F
F68B20000580001,ZD13671351
F68B21000040001,88887382A5
F68C21000010001,ZE432064FC
F68C22000020001,9282735341
F68C22000020001,9282554DE0
F68C22000020001,9282782A08
F68C22000020001,9282796597
F68C22000220006,92881686B4
F68C22000220006,9353541237
F68C22000220006,9353324F20
F68C22000350006,938819793E
F68C22000350006,Z0F37B6657
F68E22000040006,ZF3376DF1C
F68E22000140006,935023492F
F68E22000170006,9376176933
F68E22000190001,94011889C1
F68H21000050001,9376198B5A
F68H22000190001,93834636A0
F68H22000190001,ZE235C3A4F
F68H22000190001,93412470E3
F68H22000320006,9492570C90
F68H22000340006,9492670F15
F68H22000340006,9492599481
F68H22000350006,949196052F
F68H22000360006,94597787C1
F68H22000370006,94597619B9
F68H22000380006,94597142F2
F68H22000520001,93617708FE
F68H22000560006,938028580E
F68H22000670006,94031962D1
F68I20000090006,Z7E330034C
F68I20000090006,Z37378EDEF
F68I20000090006,Z8F33001FF
F68I20000090006,Z103300310
F68I20000090006,Z3E33002B7
F68I20000090006,Z063300159
F68I20000090006,8824092F10
F68I21001220001,ZB43796FB6
F68I21001220001,8881421C74
F68I21001250005,8903215D6E
F68I21001250005,9078706133
F68I22000180001,9346984F31
F68I22000180001,93622873A4
F68I22000180001,93618689DD
F68I22000180001,9362700874
F68I22000190001,9362700874
F68I22000190001,9347000C66
F68I22000190001,9191042FC8
F68I22000190001,93618982A1
F68I22000190001,93622873A4
F68I22000220006,929031741E
F68I22000220006,9428878C43
F68I22002510001,934499884D
F68I22002510001,9326593405
F68I22002510001,Z363748A0C
F68I22002510001,9326724021
F68I22002520001,934499884D
F68I22002520001,9326724021
F68I22002520001,9326593405
F68I22003780002,937252002F
F69C22000040006,953387635D
F69C22000040006,95339142B9
F69C22000040006,95338394D4
F69C22000040006,9533492679
F69C22000050006,953333119E
F69C22000050006,9533266BF7
F69C22000050006,9533200582
F69C22000050006,9533347ECE
F69C22000060006,9533443E07
F69C22000060006,9533894238
F69C22000060006,9533858482
F69C22000070006,95335072DB
F69C22000070006,95338806A9
F69C22000080006,95335072DB
F69C22000080006,9533917532
F69C22000080006,95338806A9
F69C22000080006,953384167A
F69C22000090006,95338806A9
F69C22000090006,9533917532
F69C22000090006,95335072DB
F69C22000100006,9533332271
F69C22000100006,953335121F
F69C22000100006,953327101B
F69C22000100006,9533201655
F69C22000110006,9533332271
F69C22000110006,953335121F
F69C22000110006,953327101B
F69C22000110006,9533201655
F69C22000120006,9533202728
F69C22000120006,9533275367
F69C22000120006,95333354EA
F69C22000130006,9533202728
F69C22000130006,95333354EA
F69C22000140006,9533357711
F69C22000140006,9533202728
F69C22000140006,95333354EA
F69C22000150006,9533858482
F69C22000150006,9533443E07
F69C22000150006,95338172AD
F69C22000150006,9533894238
F69C22000160006,9533340909
F69C22000160006,9533196236
F69C22000160006,953329758E
F69C22000170006,9533196236
F69C22000170006,9533340909
F69C22000170006,9533251F95
F69C22000170006,953329758E
F69C22000180006,9533325CA7
F69C22000180006,9533344C55
F69C22000180006,95331994AF
F69C22000190006,9533340909
F69C22000190006,9533251F95
F69C22000190006,953329758E
F69C22000190006,9533196236
F69C22000200006,9533443E07
F69C22000200006,9533894238
F69C22000200006,9533858482
F69C22000200006,95338172AD
F69C22000210006,953326397E
F69C22000210006,95331994AF
F69C22000210006,9533325CA7
F69C22000220006,9533196236
F69C22000220006,9533251F95
F69C22000220006,9533340909
F69C22000220006,953329758E
F69C22000230006,9533894238
F69C22000230006,95338172AD
F69C22000230006,9533858482
F69C22000230006,9533443E07
F69C22000240006,9533325CA7
F69C22000240006,95331994AF
F69C22000250006,9533340909
F69C22000250006,953329758E
F69C22000250006,9533196236
F69C22000250006,9533251F95
F69C22000260006,9533484FDC
F69C22000260006,95338340B5
F69C22000260006,95338741B7
F69C22000270006,9533325CA7
F69C22000270006,953326397E
F69C22000270006,9533344C55
F69C22000270006,95331994AF
F69C22000280006,953329758E
F69C22000280006,9533251F95
F69C22000280006,9533340909
F69C22000280006,9533196236
F69C22000290006,9533196236
F69C22000290006,9533340909
F69C22000290006,953329758E
F69C22000290006,9533251F95
F69C22000300006,9533325CA7
F69C22000300006,953326397E
F69C22000300006,9533344C55
F69C22000300006,95331994AF
F69C22000310006,9533344C55
F69C22000310006,95331994AF
F69C22000310006,9533325CA7
F69C22000310006,953326397E
F69C22000320006,9533340909
F69C22000320006,953329758E
F69C22000320006,9533196236
F69C22000320006,9533251F95
F69C22000330006,9533340909
F69C22000330006,9533196236
F69C22000330006,953329758E
F69C22000330006,9533251F95
F69C22000340006,9533251F95
F69C22000340006,953329758E
F69C22000340006,9533196236
F69C22000350006,9533858482
F69C22000350006,95338172AD
F69C22000350006,9533894238
F69C22000350006,9533443E07
F69C22000360006,95331994AF
F69C22000360006,9533325CA7
F69C22000370006,9533461CE2
F69C22000370006,9533829C91
F69C22000370006,9533868CC0
F69C22000370006,9533906C1C
F69C22000380006,95335072DB
F69C22000380006,95338806A9
F69C22000390006,95335072DB
F69C22000390006,95338806A9
F69C22000390006,9533917532
F69D20000180005,84269635DB
F69D20000180005,Z9B2E173E5
F69D22000630006,9463005EC0
F69D22000820006,929406483C
F69D22001110006,93889831E1
F69D22001110006,Z6936AC5DF
F69E19001220005,84342768BB
F69E19001220005,83450476A2
F69E19001220005,Z522DC3E64
F69E19001220005,84342882A4
F69E19001220005,8324789933
F69E19001250001,Z432FBAEF0
F69E19001250001,ZCE2D8D3E6
F69E19001250001,Z722FBF37E
F69E19001250001,84322321FA
F69E20000330001,ZD63107C44
F69E20000330001,Z413114B2F
F69E20000330001,8395855EB6
F69E20000330001,Z602D6AD9F
F69F18000340001,Z4636AF453
F69F18000340001,863215252D
F69F18000340001,Z1F30D00B8
F69F18000340001,ZE3375D212
F69F18000340001,Z713446F93
F69F18000340001,Z2B33D267C
F69F18000340001,891432802F
F69F18000340001,ZBB372D54F
F69F18000340001,Z3330D0135
F69F18000340001,Z0B3768B02
F69F18000340001,ZF336B23EF
F69F18000340001,ZD134A8DC4
F69F18000340001,Z70377F87E
F69F18000340001,ZAC32D5790
F69F18000340001,ZCD3736A4A
F69F18000340001,8861986631
F69F18000340001,Z3336CB915
F69F18000340001,9042334213
F69F18000340001,Z643136FE0
F69F18000340001,ZAD36C9B37
F69F18000340001,8861941110
F69F18000340001,Z8D36E7CD3
F69F18000340001,Z4737D7B1F
F69F18000340001,Z633324461
F69F18000340001,ZE533B54E4
F69F18000340001,Z0F36E0A77
F69F18000340001,ZA83683F13
F69F18000340001,ZEC36E770E
F69F18000340001,Z4D32CD025
F69F22000340001,92731269A6
F69F22000340001,9275182A50
F69G18000180001,8946210609
F69G18000180001,9070175132
F69G18000180001,9049269D01
F69G18000180001,904933102F
F69G18000180001,8757780CAC
F69G20000250001,Z5C2DCBBA5
F69G20000250001,ZB32E459B7
F69H20000030001,8384759A02
F69H20000040001,838500335F
F69H20000090001,845253655D
F69H20000090001,Z282DE33DB
F69I22000070006,89814005BE
F69I22000080006,89813604BC
F69I22000130006,9327369465
F69I22000150002,Z2F36F1FBD
F69I22000160006,932737160B
F69I22000170006,9327342E1A
F69I22000180006,9327342E1A
F69I22000190006,93273504B7
F69I22000200006,9327353730
F69I22000210006,9327365119
F69I22000250007,9454355C8C
F69I22000260007,9454355C8C
F69I22000610006,92637987F1
F69I22001280001,9402608D92
F69J19000290001,95375478C3
F69J19000290001,Z8A360C5F0
F69J19000290001,ZD2360C5BC
F69J20000390001,84125174A4
F69J20000390001,8412546C90
F69J20000410001,Z563708D2E
F69J20000410001,ZF12D313D8
F69J20000410001,ZC236FD77D
F69J20000410001,9246069184
F69J20000440001,9189144185
F69J21000780001,8831652DC6
F69J21000780001,Z2530E993B
F69J21000990001,925323396D
F69J21000990001,92826415AE
F69J21002140005,8832562CBB
F69J21002140005,8832255F62
F69J21002140005,8884780067
F69J21002150001,8749985C09
F69J21002150001,8886408FDA
F69J21002150001,8845472A67
F69J21002190001,8853826858
F69J21003210001,884088511A
F69J21003210001,878653808A
F69J21003210001,890194663A
F69J21003210001,8840860C75
F69J21003480001,88856649E4
F69J21003910007,ZB535DE669
F69J21003910007,8886372229
F69J21003920001,8834556A3C
F69J21004070001,8892074399
F69J21004070001,ZC131E7638
F69J21004070001,ZF636FD8C2
F69J21005480001,Z80325F716
F69J21005480001,88839535EF
F69J21007310001,88958141F2
F69J21007580001,8853265964
F69J21007580001,89135530A2
F69J21007580001,89004557D0
F69J21008100001,88830859A2
F69J21008190001,ZF2333BE2A
F69J21008200001,Z9A330BC4F
F69J21008200001,8881246C0A
F69J21008200001,ZAA3350BBA
F69J21008460001,889696796C
F69J21008460001,Z7E32F9095
F69J21008480005,8886395523
F69J21009010001,88926406AC
F69J21010250001,8906483647
F69J21010250001,Z1032F5294
F69J21010250001,ZAC32F5277
F69J21012550006,Z57372D5CF
F69J21012550006,Z3335A29BB
F69J21012550006,Z8B359BF0C
F69J21013450001,Z67341E6C0
F69J21013450001,ZBF3530E75
F69J21013500001,Z05384F2E5
F69J21017190002,Z1736B70EC
F69J21017270001,9517391F7F
F69J21017280001,9553920033
F69J21017370001,ZD5347A99C
F69J21017400006,899312732C
F69J21017430001,9400986311
F69J21017430001,93272978F9
F69J21017430001,9327289261
F69J21017430001,932727352C
F69J21017430001,9327280AF1
F69J21017640005,9514038088
F69J21017640005,93129308F3
F69J21017640005,9389885A39
F69J21017640005,ZD1356927A
F69J21017640005,9514279767
F69J21017990002,9306742674
F69J21018080002,93589680B8
F69J22000240006,Z6B3858215
F69J22000240006,ZBE385967E
F69J22000330006,Z5A37ABD53
F69J22000330006,ZD837AC4D0
F69J22000330006,Z0D37AE84D
F69J22000330006,ZE437AC711
F69J22000330006,Z1B385D56E
F69J22000650006,Z6237BD7E5
F69J22001170005,Z053891F9B
F69J22001350001,9421114537
F69J22001450002,942065499B
F69J22001460002,94206641DE
F69J22001470002,9443500EB7
F69J22001540007,Z3837BE02F
F69J22001550002,ZAF3865E63
F69J22001660006,95362266A4
F69J22001910005,93575996FA
F69J22001920005,9367606903
F70J21000060001,9532635342
F70J21000060001,9433338CC5
F70J21000060001,9532531D6C
F70J21000060001,9433382118
F70J21000060001,9433243E5F
F70J21000060001,95326038D8
F70J21000060001,Z69370D303
F70J21000060001,94332872B2
F70J21000060001,95325816B1
F70J21000060001,ZE338B6DE0
F70J21000060001,9532561630
F70J21000060001,9433426566
F70J22000020001,9511147EC9
F71B15000070001,87776845FB
F71B15000070001,ZC234ADB1A
F71B15000070001,94880098B6
F71B15000070001,9250257190
F71B19000170004,936581530A
F71B19000170004,8659809C72
F71B19000440005,Z40298E1F5
F71B19000440005,ZF62D7A007
F71B19000440005,Z89340D976
F71B19000440005,8326559DD8
F71B19000440005,Z8B3347534
F71B19000440005,Z052E1FDE9
F71B19000790004,Z1B2D01B2B
F71B19000790004,Z932CEE74A
F71B19000790004,8379932AA4
F71B19000790004,Z482E79EA1
F71B20000130001,843235142D
F71B20000390005,8437195193
F71B20000400003,9498985A64
F71B20000420001,ZE03018A3B
F71B20000420001,Z7D2FC8D73
F71B20000420001,Z2F2F50B4C
F71B20000420001,90840077B7
F71B20000430001,9145465477
F71B20000430001,91053536FE
F71B20000430001,9107428756
F71B20000800001,Z0D32965F7
F71B20000800001,8648691597
F71B20000800001,Z7E331FD38
F71B20000800001,876493907B
F71B20001190001,89684463C4
F71B21000680001,Z50367E4AF
F71B21000680001,9486324A34
F71B21000680001,91751071D2
F71B21002000001,Z6537A8576
F71B21002000001,9524153BAE
F71B21002000001,Z5C386DA1B
F71B21002000001,9352952C25
F71B21002000001,ZEE3782D15
F71B21004000001,88691183B5
F71B21004360001,Z69337E553
F71B21004360001,ZDB33741EB
F71B21004360001,8896661CE6
F71B21004660001,88998260C1
F71B21004660001,Z5F330437F
F71B21004660001,ZAD32FBF91
F71B21005790007,9350060998
F71B21005790007,9329628C92
F71B21005790007,9345806317
F71B21005790007,9471443206
F71B21005790007,9471442133
F71B21006060002,9540751CC8
F71B21006930002,94559798B8
F71B21006940001,Z5838CCBB2
F71B21006940001,93268052F8
F71B21006950001,Z4438B6942
F71B21006950001,Z2338CCC1E
F71B21006950001,Z1437A7292
F71B21006950001,93268052F8
F71B21007000002,9540751CC8
F71B22000140006,9569756C77
F71B22000490006,8968458DA8
F71B22000620001,Z1835AB586
F71B22000770005,94498452CA
F71B22000800005,8974223319
F71B22000800005,9502946F1B
F71B22000810005,8974223319
F71B22000810005,9502883B1F
F71B22000890001,950589618A
F71B22000930002,9315885F7C
F71B22000930002,92234908BA
F71C19000180004,8105898EA0
F71C19000230001,8397950F8F
F71C19000230001,Z522D17469
F71C20000000001,Z7E2CFF03D
F71C20000000001,ZF42D96B54
F71C22000030005,945122773F
F71C22000060007,95577855B1
F71C22000130006,Z65388794F
F71C22000210006,9521540F5C
F71C22000340006,ZC8387DCA5
F71C22000370006,9538971FE0
F71C22000610006,9513259DAA
F71C22000610006,951408574F
F71C22000610006,95233694B6
F71C22000690006,95335527FC
F71C22000690006,Z39385C115
F71C22000710007,95566859F0
F71C22000850006,9478428639
F71C22000850006,949776077E
F71C22000850006,Z96386626F
F71C22001170006,9534299070
F71C22001280006,9507208C39
F71D22000090006,940442268A
F71E20000120001,8434633F54
F71E20001750001,88763102BC
F71E22000230006,9369044BAF
F71F20000510001,8365567C44
F71F22000100006,950066659A
F71F22000110006,95625734E0
F71F22000130006,9539079902
F71F22000140006,95393031DE
F71F22000250006,ZB138053BF
F71F22000270006,ZA838F0361
F71F22000350006,9507658F92
F71F22000550001,Z573934952
F71F22000560001,Z333932DF8
F71F22000680006,9517911C9E
F71F22000690006,95172635E1
F71F22000700006,95578879DC
F71F22000730007,951232286F
F71F22000760006,9485247172
F71F22000970006,9547927E9A
F71F22001270006,95540191E5
F71F22001280006,9555737B9F
F71F22001430006,9503379471
F71F22001490007,9477425A84
F71F22001500006,9547882979
F71F22001540006,Z1638E19E5
F71F22001550006,9534060B32
F71F22001550006,ZB2385C252
F71F22001610006,9502440D8B
F71F22001610006,Z6D379FD5F
F71F22001620006,95014848A2
F71F22001700006,Z56380CC54
F71F22001730006,9518239B4B
F71F22001740006,9546740B10
F71F22001780006,9476064763
F71F22001960006,9558377E37
F71F22001970006,95585973C7
F71F22003210006,95073018F9
F71F22003260006,9565880DE3
F71F22003910006,9539489B59
F71F22003910006,9539570E30
F71G22000010001,9396498B71
F71I20000010001,Z722CD7B77
F71I20000010001,8391274A5B
F71I20000010001,Z61317B05E
F71I22000000002,9267720C79
F71I22000000002,ZC23695F7A
F71I22000120005,ZC3393BEAC
F71J20000070005,ZA6310F79D
F71J20000070005,8811682E02
F72B22000490001,9326025F47
F72B22000490001,Z3A37758D4
F72B22000490001,Z883665ED8
F72B22000650005,ZBF37E986D
F72C20001370005,843479228E
F72C21000180005,9394792B9B
F72C21001070006,95008648FE
F72C21001080006,95008930EF
F72C22000100001,9384244B1F
F72C22000110006,9337792DB7
F72C22000120006,9468319005
F72C22000120006,9500636CD6
F72C22000120006,93267895C3
F72C22000120006,93265944D8
F72C22000130006,9153249C04
F72C22000130006,9326119CDA
F72C22000130006,9326724021
F72C22000140006,9326724021
F72C22000140006,9153249C04
F72C22000140006,9326119CDA
F72C22000140006,9525683A47
F72C22000140006,9326593405
F72C22000150006,9326593405
F72C22000150006,932699823D
F72C22000150006,9326724021
F72C22000150006,94407376A0
F72C22000160001,9500689894
F72C22000170001,95006822CF
F72C22000280006,9392060D16
F72C22000280006,92937694CC
F72C22000330006,93565483AB
F72C22000330006,Z573758132
F72C22000350006,93693063E7
F72C22000360006,ZC037AEA77
F72C22000360006,9404025EEA
F72C22000370006,939831353C
F72C22000380006,9406503BD4
F72D22000180006,9400554E8E
F72E18000260003,9047096BCA
F72E18000260003,Z3F3448274
F72E21000070006,9404623C67
F72E21000070006,Z2D37A95BE
F72E22000070007,9470513290
F72E22000070007,92263733DC
F72E22000100001,92526811E9
F72E22000140006,9396282932
F72E22000140006,9371820E82
F72E22000150005,9371214A6D
F72E22000180006,ZCA37AD3AB
F72E22000180006,93986245E1
F72E22000210006,9401007465
F72E22000220001,9406925814
F72F22000480006,Z6637A430F
F72F22000480006,9499912761
F72F22000500001,9296883E8A
F72F22000720006,9390298F09
F72F22000720006,Z813771E82
F72F22000720006,ZF03771F03
F72F22000720006,ZBB37A36AC
F72F22000740001,93806472CB
F72G20001220001,8405312AE1
F72H20000000003,8359314423
F72H20000000003,Z5D3132D47
F72H22000020002,9233831E62
F72H22000020002,93176976CE
F72I20000110001,83739409E3
F72I20000130001,8386700BC5
F72I20000140006,84377034C9
